SENS,JOUR,HEURE/MINUTE,SECONDE/CENTIEME,VITESSE,SER,TYPE
1,4,1639,5162,V=035,S=0473,VL
1,4,1640,1853,V=056,S=0553,VL
1,4,1640,4173,V=038,S=0544,VL
1,4,1640,4571,V=042,S=0559,VL
1,4,1641,42,V=046,S=0655,VL
1,4,1641,922,V=035,S=0502,VL
1,4,1641,5060,V=041,S=0556,VL
1,4,1641,5289,V=042,S=0609,VL
1,4,1641,5572,V=042,S=0585,VL
1,4,1642,623,V=038,S=0577,VL
1,4,1642,779,V=038,S=0489,VL
1,4,1642,929,V=036,S=0539,VL
1,4,1642,1541,V=044,S=0616,VL
1,4,1642,3156,V=050,S=0536,VL
1,4,1642,4633,V=042,S=0610,VL
1,4,1642,4710,V=042,S=0427,VL
1,4,1642,4947,V=041,S=0585,VL
1,4,1642,5262,V=046,S=0766,VL
1,4,1643,1368,V=041,S=0579,VL
1,4,1643,2352,V=053,S=1478,PL/Bus
1,4,1644,1686,V=038,S=1535,PL/Bus
1,4,1644,1957,V=033,S=0593,VL
1,4,1644,2162,V=034,S=0656,VL
1,4,1644,2327,V=037,S=0574,VL
1,4,1644,2576,V=037,S=0693,VL
1,4,1644,2854,V=035,S=0518,VL
1,4,1644,3177,V=034,S=0581,VL
1,4,1644,3372,V=035,S=0522,VL
1,4,1644,3584,V=036,S=0568,VL
1,4,1644,4264,V=039,S=0565,VL
1,4,1644,4324,V=040,S=0552,VL
1,4,1644,5904,V=075,S=0362,2R
1,4,1645,1838,V=052,S=0574,VL
1,4,1645,2493,V=041,S=0580,VL
1,4,1645,2617,V=041,S=0560,VL
1,4,1645,2834,V=052,S=0570,VL
1,4,1646,397,V=033,S=1373,PL/Bus
1,4,1646,604,V=033,S=0582,VL
1,4,1646,2079,V=021,S=0518,VL
1,4,1646,2352,V=021,S=0458,VL
1,4,1646,4509,V=035,S=0979,PL/Bus
1,4,1646,5536,V=064,S=0261,2R
1,4,1647,2340,V=044,S=0607,VL
1,4,1647,2960,V=047,S=0587,VL
1,4,1647,3832,V=048,S=0521,VL
1,4,1647,5323,V=050,S=0513,VL
1,4,1648,2775,V=036,S=2126,PL/Bus
1,4,1648,2995,V=035,S=0510,VL
1,4,1648,3258,V=036,S=0557,VL
1,4,1648,3522,V=037,S=0529,VL
1,4,1648,3735,V=036,S=0604,VL
1,4,1648,5321,V=042,S=0594,VL
1,4,1648,5463,V=043,S=0734,VL
1,4,1648,5875,V=037,S=0585,VL
1,4,1649,2917,V=042,S=0540,VL
1,4,1649,3096,V=054,S=0599,VL
1,4,1649,3331,V=057,S=0545,VL
1,4,1649,3702,V=050,S=0575,VL
1,4,1649,3920,V=056,S=0575,VL
1,4,1649,4720,V=043,S=0547,VL
1,4,1649,5288,V=036,S=0767,VL
1,4,1649,5431,V=034,S=0505,VL
1,4,1649,5565,V=036,S=0508,VL
1,4,1649,5598,V=035,S=0275,2R
1,4,1649,5801,V=037,S=0642,VL
1,4,1650,2011,V=041,S=0643,VL
1,4,1650,2512,V=086,S=0548,VL
1,4,1650,4272,V=033,S=0548,VL
1,4,1650,4687,V=034,S=0548,VL
1,4,1650,4821,V=032,S=0521,VL
1,4,1650,4966,V=034,S=0565,VL
1,4,1650,5130,V=039,S=0506,VL
1,4,1650,5159,V=034,S=0202,Vélo
1,4,1650,5398,V=040,S=0586,VL
1,4,1650,5676,V=040,S=0505,VL
1,4,1650,5703,V=037,S=0227,2R
1,4,1651,74,V=042,S=0712,VL
1,4,1651,1344,V=039,S=0591,VL
1,4,1651,3075,V=045,S=0532,VL
1,4,1651,3323,V=046,S=0541,VL
1,4,1651,4714,V=042,S=0492,VL
1,4,1651,4869,V=038,S=0365,2R
1,4,1651,5007,V=039,S=0577,VL
1,4,1651,5644,V=035,S=0604,VL
1,4,1651,5867,V=035,S=0598,VL
1,4,1652,1406,V=030,S=0608,VL
1,4,1652,1614,V=037,S=0285,2R
1,4,1652,2534,V=042,S=0623,VL
1,4,1652,2928,V=047,S=0533,VL
1,4,1652,3109,V=052,S=0565,VL
1,4,1652,4667,V=049,S=0550,VL
1,4,1652,5004,V=044,S=0512,VL
1,4,1652,5347,V=045,S=0570,VL
1,4,1652,5600,V=051,S=0553,VL
1,4,1652,5725,V=050,S=0563,VL
1,4,1653,1148,V=053,S=0550,VL
1,4,1653,2661,V=044,S=0590,VL
1,4,1653,2895,V=045,S=0582,VL
1,4,1653,3108,V=059,S=0296,2R
1,4,1653,5764,V=038,S=0619,VL
1,4,1653,5938,V=037,S=0696,VL
1,4,1654,105,V=036,S=0529,VL
1,4,1654,292,V=036,S=0618,VL
1,4,1654,479,V=035,S=0582,VL
1,4,1654,770,V=039,S=0614,VL
1,4,1654,5615,V=023,S=0564,VL
1,4,1655,1040,V=042,S=0531,VL
1,4,1655,1336,V=037,S=0532,VL
1,4,1655,1547,V=035,S=0536,VL
1,4,1655,2040,V=042,S=0464,VL
1,4,1655,3596,V=056,S=0339,2R
1,4,1655,5889,V=035,S=0596,VL
1,4,1656,59,V=037,S=0499,VL
1,4,1656,1271,V=047,S=0584,VL
1,4,1656,1397,V=044,S=0519,VL
1,4,1656,4454,V=048,S=0586,VL
1,4,1656,4798,V=050,S=0582,VL
1,4,1656,5729,V=045,S=0482,VL
1,4,1656,5934,V=044,S=0582,VL
1,4,1657,859,V=026,S=0510,VL
1,4,1657,1360,V=048,S=0523,VL
1,4,1657,1773,V=050,S=0511,VL
1,4,1657,2201,V=046,S=0502,VL
1,4,1657,2486,V=046,S=0510,VL
1,4,1657,2886,V=043,S=0575,VL
1,4,1657,4046,V=040,S=0609,VL
1,4,1657,4210,V=038,S=0648,VL
1,4,1657,4346,V=036,S=0553,VL
1,4,1657,4677,V=042,S=0538,VL
1,4,1657,5689,V=053,S=0544,VL
1,4,1658,211,V=044,S=0619,VL
1,4,1658,907,V=088,S=0296,2R
1,4,1658,1058,V=086,S=0284,2R
1,4,1658,1273,V=043,S=0555,VL
1,4,1658,1860,V=053,S=0563,VL
1,4,1658,4062,V=052,S=0570,VL
1,4,1659,79,V=034,S=1051,PL/Bus
1,4,1659,2715,V=044,S=1083,PL/Bus
1,4,1659,3484,V=046,S=0509,VL
1,4,1700,143,V=047,S=0591,VL
1,4,1700,393,V=044,S=0643,VL
1,4,1700,513,V=044,S=0618,VL
1,4,1700,994,V=043,S=0585,VL
1,4,1700,1488,V=047,S=0542,VL
1,4,1700,1638,V=040,S=0246,2R
1,4,1700,1977,V=038,S=0557,VL
1,4,1700,3215,V=037,S=0492,VL
1,4,1700,3583,V=037,S=0553,VL
1,4,1700,3691,V=037,S=0528,VL
1,4,1700,4119,V=031,S=0581,VL
1,4,1700,4503,V=032,S=0521,VL
1,4,1700,5167,V=026,S=0574,VL
1,4,1701,753,V=040,S=0525,VL
1,4,1701,1261,V=054,S=0530,VL
1,4,1701,1811,V=046,S=0558,VL
1,4,1701,2074,V=044,S=0594,VL
1,4,1701,2529,V=043,S=0572,VL
1,4,1701,2698,V=042,S=0586,VL
1,4,1701,3561,V=049,S=0489,VL
1,4,1701,4034,V=044,S=0598,VL
1,4,1701,5077,V=027,S=0499,VL
1,4,1701,5175,V=030,S=0553,VL
1,4,1701,5378,V=030,S=0571,VL
1,4,1701,5688,V=039,S=0545,VL
1,4,1701,5847,V=036,S=0567,VL
1,4,1702,403,V=037,S=0517,VL
1,4,1702,575,V=042,S=0541,VL
1,4,1702,1195,V=041,S=0608,VL
1,4,1702,1567,V=039,S=0713,VL
1,4,1702,1987,V=039,S=0492,VL
1,4,1702,2098,V=040,S=0548,VL
1,4,1702,2277,V=042,S=0614,VL
1,4,1702,3076,V=048,S=0558,VL
1,4,1702,3629,V=044,S=0632,VL
1,4,1703,1079,V=052,S=0598,VL
1,4,1703,1273,V=052,S=0574,VL
1,4,1703,2941,V=037,S=0238,2R
1,4,1703,3273,V=024,S=1471,PL/Bus
1,4,1703,3460,V=029,S=0582,VL
1,4,1703,3751,V=029,S=0556,VL
1,4,1703,4896,V=039,S=0524,VL
1,4,1703,5184,V=046,S=0514,VL
1,4,1703,5433,V=044,S=0515,VL
1,4,1703,5630,V=044,S=0536,VL
1,4,1703,5923,V=042,S=0509,VL
1,4,1704,397,V=039,S=0572,VL
1,4,1704,619,V=038,S=0578,VL
1,4,1704,1544,V=047,S=0573,VL
1,4,1704,3945,V=040,S=0506,VL
1,4,1704,4709,V=049,S=0549,VL
1,4,1705,1427,V=058,S=0330,2R
1,4,1705,2576,V=045,S=0584,VL
1,4,1705,3462,V=041,S=0565,VL
1,4,1705,3665,V=046,S=0918,PL/Bus
1,4,1705,4192,V=040,S=0583,VL
1,4,1705,4410,V=040,S=0661,VL
1,4,1705,4770,V=035,S=0507,VL
1,4,1705,5017,V=026,S=0532,VL
1,4,1705,5941,V=045,S=0573,VL
1,4,1706,347,V=040,S=0508,VL
1,4,1706,847,V=044,S=0587,VL
1,4,1706,1578,V=046,S=0599,VL
1,4,1706,2040,V=047,S=0670,VL
1,4,1706,3203,V=045,S=0595,VL
1,4,1706,3806,V=040,S=0488,VL
1,4,1706,5325,V=019,S=0419,VL
1,4,1706,5620,V=016,S=0403,VL
1,4,1706,5913,V=016,S=0562,VL
1,4,1707,1790,V=039,S=0506,VL
1,4,1707,2751,V=037,S=0579,VL
1,4,1707,2863,V=035,S=0239,2R
1,4,1707,3070,V=035,S=0544,VL
1,4,1707,3552,V=035,S=2172,PL/Bus
1,4,1707,3815,V=033,S=0589,VL
1,4,1707,4111,V=034,S=0541,VL
1,4,1707,4283,V=034,S=0483,VL
1,4,1707,4416,V=031,S=0545,VL
1,4,1707,5533,V=036,S=0604,VL
1,4,1707,5656,V=033,S=0326,2R
1,4,1707,5925,V=037,S=0636,VL
1,4,1708,374,V=037,S=0598,VL
1,4,1708,2279,V=024,S=0454,VL
1,4,1708,2547,V=028,S=0511,VL
1,4,1708,2651,V=041,S=0279,2R
1,4,1708,2769,V=042,S=0553,VL
1,4,1708,3419,V=039,S=0522,VL
1,4,1708,4360,V=040,S=0549,VL
1,4,1708,5023,V=035,S=0533,VL
1,4,1708,5349,V=030,S=0550,VL
1,4,1708,5829,V=041,S=0616,VL
1,4,1709,51,V=041,S=0587,VL
1,4,1709,227,V=038,S=0374,2R
1,4,1709,1238,V=031,S=0566,VL
1,4,1709,1505,V=029,S=0596,VL
1,4,1709,1646,V=031,S=0517,VL
1,4,1709,2200,V=043,S=0495,VL
1,4,1709,3424,V=026,S=0595,VL
1,4,1709,4214,V=024,S=0435,VL
1,4,1709,4415,V=026,S=0470,VL
1,4,1709,4659,V=025,S=0597,VL
1,4,1709,4915,V=026,S=0587,VL
1,4,1709,5171,V=023,S=0520,VL
1,4,1709,5385,V=025,S=0528,VL
1,4,1709,5799,V=036,S=0588,VL
1,4,1710,126,V=040,S=0517,VL
1,4,1710,287,V=039,S=0558,VL
1,4,1710,1296,V=055,S=0587,VL
1,4,1710,1740,V=041,S=0600,VL
1,4,1710,2526,V=045,S=0537,VL
1,4,1710,3324,V=039,S=0572,VL
1,4,1710,4691,V=045,S=0575,VL
1,4,1710,5532,V=060,S=0281,2R
1,4,1710,5829,V=041,S=0514,VL
1,4,1711,128,V=040,S=0544,VL
1,4,1711,489,V=039,S=0326,2R
1,4,1711,751,V=032,S=0592,VL
1,4,1711,1811,V=038,S=0590,VL
1,4,1711,1978,V=040,S=0534,VL
1,4,1711,2326,V=038,S=0760,VL
1,4,1711,2514,V=035,S=0554,VL
1,4,1711,3140,V=047,S=0537,VL
1,4,1711,3294,V=046,S=0275,2R
1,4,1711,3907,V=040,S=0464,VL
1,4,1711,4166,V=042,S=0552,VL
1,4,1711,4535,V=050,S=0622,VL
1,4,1711,5400,V=044,S=0557,VL
1,4,1712,555,V=036,S=0573,VL
1,4,1712,827,V=037,S=1568,PL/Bus
1,4,1712,1055,V=037,S=0604,VL
1,4,1712,1371,V=044,S=0585,VL
1,4,1712,1910,V=037,S=0484,VL
1,4,1712,4944,V=035,S=1117,PL/Bus
1,4,1712,5113,V=032,S=0583,VL
1,4,1712,5361,V=032,S=0505,VL
1,4,1712,5630,V=031,S=0614,VL
1,4,1712,5788,V=029,S=0513,VL
1,4,1713,1044,V=050,S=0577,VL
1,4,1713,4064,V=038,S=0563,VL
1,4,1713,4193,V=040,S=0548,VL
1,4,1713,4504,V=037,S=0601,VL
1,4,1713,4929,V=038,S=0605,VL
1,4,1713,5517,V=041,S=0518,VL
1,4,1714,657,V=047,S=0499,VL
1,4,1714,1006,V=053,S=0604,VL
1,4,1715,1594,V=035,S=0507,VL
1,4,1716,1138,V=035,S=0591,VL
1,4,1716,1755,V=039,S=0519,VL
1,4,1716,2550,V=052,S=0239,2R
1,4,1716,2744,V=038,S=2202,PL/Bus
1,4,1716,2993,V=036,S=0605,VL
1,4,1716,3405,V=037,S=0554,VL
1,4,1716,4246,V=039,S=2352,PL/Bus
1,4,1716,4441,V=038,S=0534,VL
1,4,1716,4631,V=037,S=0553,VL
1,4,1716,4897,V=040,S=0568,VL
1,4,1716,5260,V=040,S=0563,VL
1,4,1717,30,V=047,S=0533,VL
1,4,1717,179,V=042,S=0582,VL
1,4,1717,1244,V=041,S=0492,VL
1,4,1717,1382,V=042,S=0600,VL
1,4,1717,1512,V=042,S=0574,VL
1,4,1717,1686,V=045,S=0594,VL
1,4,1717,1962,V=045,S=0518,VL
1,4,1717,2273,V=044,S=0585,VL
1,4,1717,2481,V=040,S=0580,VL
1,4,1717,2689,V=039,S=0529,VL
1,4,1717,3941,V=044,S=0548,VL
1,4,1717,5022,V=044,S=0609,VL
1,4,1717,5392,V=039,S=0524,VL
1,4,1717,5527,V=042,S=0299,2R
1,4,1717,5821,V=039,S=0511,VL
1,4,1717,5992,V=040,S=0596,VL
1,4,1718,1264,V=048,S=0556,VL
1,4,1718,1480,V=048,S=0694,VL
1,4,1718,1892,V=044,S=0484,VL
1,4,1718,2829,V=050,S=0585,VL
1,4,1719,777,V=050,S=0555,VL
1,4,1719,1050,V=045,S=0528,VL
1,4,1719,1445,V=041,S=0560,VL
1,4,1719,2206,V=037,S=2146,PL/Bus
1,4,1719,2396,V=037,S=0497,VL
1,4,1719,2685,V=035,S=0503,VL
1,4,1719,2943,V=033,S=0585,VL
1,4,1719,3133,V=033,S=0586,VL
1,4,1719,3297,V=034,S=0489,VL
1,4,1719,3528,V=035,S=0587,VL
1,4,1719,3898,V=031,S=0616,VL
1,4,1719,4019,V=032,S=0654,VL
1,4,1719,4149,V=032,S=0497,VL
1,4,1719,4742,V=041,S=0369,2R
1,4,1720,1848,V=037,S=1481,PL/Bus
1,4,1720,2248,V=039,S=1214,PL/Bus
1,4,1720,2269,V=036,S=0176,Vélo
1,4,1720,2480,V=041,S=0518,VL
1,4,1720,2811,V=037,S=0582,VL
1,4,1720,2962,V=035,S=0535,VL
1,4,1720,3125,V=036,S=0534,VL
1,4,1720,3639,V=034,S=0549,VL
1,4,1720,3818,V=033,S=0562,VL
1,4,1720,4079,V=030,S=0474,VL
1,4,1720,5060,V=048,S=0519,VL
1,4,1721,1297,V=033,S=0521,VL
1,4,1721,1688,V=058,S=0317,2R
1,4,1721,1931,V=043,S=0592,VL
1,4,1721,2017,V=047,S=0368,2R
1,4,1721,2292,V=052,S=0309,2R
1,4,1721,4093,V=037,S=0590,VL
1,4,1721,5868,V=041,S=0655,VL
1,4,1722,51,V=041,S=0492,VL
1,4,1722,297,V=050,S=0581,VL
1,4,1722,471,V=051,S=0554,VL
1,4,1722,1205,V=047,S=0686,VL
1,4,1722,2081,V=049,S=0546,VL
1,4,1722,2617,V=048,S=0542,VL
1,4,1722,4962,V=051,S=0831,VL
1,4,1722,5191,V=052,S=0563,VL
1,4,1723,112,V=062,S=0666,VL
1,4,1723,2748,V=052,S=0685,VL
1,4,1723,3656,V=058,S=0271,2R
1,4,1723,4350,V=033,S=0608,VL
1,4,1723,4561,V=038,S=0576,VL
1,4,1723,4788,V=041,S=0588,VL
1,4,1723,4958,V=040,S=0353,2R
1,4,1723,5782,V=048,S=0512,VL
1,4,1724,362,V=040,S=0687,VL
1,4,1724,1088,V=041,S=0587,VL
1,4,1724,1453,V=045,S=0531,VL
1,4,1724,2843,V=024,S=0250,2R
1,4,1724,3650,V=055,S=0564,VL
1,4,1724,4174,V=048,S=0685,VL
1,4,1724,5830,V=047,S=0345,2R
1,4,1725,333,V=045,S=0272,2R
1,4,1725,1273,V=050,S=0680,VL
1,4,1725,1874,V=052,S=0597,VL
1,4,1725,2267,V=044,S=0572,VL
1,4,1725,2610,V=043,S=0564,VL
1,4,1725,3659,V=045,S=0530,VL
1,4,1725,4993,V=042,S=0573,VL
1,4,1725,5384,V=039,S=0600,VL
1,4,1726,1081,V=049,S=0524,VL
1,4,1726,1248,V=071,S=0357,2R
1,4,1726,3352,V=044,S=0557,VL
1,4,1726,3478,V=038,S=0571,VL
1,4,1726,4171,V=046,S=0514,VL
1,4,1726,4495,V=048,S=0499,VL
1,4,1726,5774,V=045,S=0503,VL
1,4,1726,5860,V=046,S=0491,VL
1,4,1727,12,V=044,S=0497,VL
1,4,1727,209,V=044,S=0596,VL
1,4,1727,344,V=044,S=0535,VL
1,4,1727,893,V=039,S=0584,VL
1,4,1727,1243,V=052,S=0595,VL
1,4,1727,4668,V=061,S=0584,VL
1,4,1727,5088,V=056,S=0555,VL
1,4,1727,5449,V=044,S=0526,VL
1,4,1728,644,V=039,S=0600,VL
1,4,1728,915,V=037,S=0583,VL
1,4,1728,1135,V=038,S=0644,VL
1,4,1728,1280,V=037,S=0537,VL
1,4,1728,1460,V=036,S=0478,VL
1,4,1728,2599,V=041,S=0576,VL
1,4,1728,2808,V=038,S=0496,VL
1,4,1728,5842,V=039,S=0573,VL
1,4,1729,23,V=037,S=0596,VL
1,4,1729,1156,V=040,S=0661,VL
1,4,1729,1340,V=036,S=0530,VL
1,4,1729,2209,V=042,S=1526,PL/Bus
1,4,1729,4587,V=038,S=0494,VL
1,4,1729,4614,V=037,S=0232,2R
1,4,1729,4808,V=033,S=0568,VL
1,4,1729,5000,V=032,S=0520,VL
1,4,1729,5378,V=027,S=0509,VL
1,4,1730,120,V=041,S=0568,VL
1,4,1730,724,V=038,S=0559,VL
1,4,1730,880,V=039,S=0343,2R
1,4,1730,1042,V=039,S=0620,VL
1,4,1730,1297,V=039,S=0546,VL
1,4,1730,1483,V=037,S=0563,VL
1,4,1730,1783,V=038,S=0469,VL
1,4,1730,2055,V=038,S=0676,VL
1,4,1730,2323,V=039,S=0604,VL
1,4,1730,2554,V=039,S=0610,VL
1,4,1730,3099,V=057,S=0553,VL
1,4,1730,4970,V=045,S=0582,VL
1,4,1731,160,V=073,S=0312,2R
1,4,1731,1256,V=040,S=0575,VL
1,4,1731,1770,V=039,S=0500,VL
1,4,1731,2337,V=047,S=0570,VL
1,4,1731,2712,V=040,S=0513,VL
1,4,1731,4435,V=040,S=0299,2R
1,4,1731,4886,V=045,S=0551,VL
1,4,1731,5148,V=047,S=0517,VL
1,4,1731,5628,V=044,S=0549,VL
1,4,1732,831,V=047,S=0509,VL
1,4,1732,1603,V=042,S=0654,VL
1,4,1732,1821,V=041,S=0576,VL
1,4,1732,2266,V=043,S=0357,2R
1,4,1732,2419,V=043,S=0520,VL
1,4,1732,2580,V=043,S=0618,VL
1,4,1732,2766,V=044,S=0591,VL
1,4,1732,2951,V=043,S=0477,VL
1,4,1732,3282,V=039,S=0526,VL
1,4,1732,3461,V=039,S=0588,VL
1,4,1732,3701,V=049,S=0278,2R
1,4,1732,3892,V=053,S=0547,VL
1,4,1732,4711,V=044,S=0549,VL
1,4,1732,4972,V=043,S=0627,VL
1,4,1732,5104,V=047,S=0292,2R
1,4,1733,1413,V=042,S=0499,VL
1,4,1733,1569,V=044,S=0539,VL
1,4,1733,1907,V=047,S=0516,VL
1,4,1733,2356,V=042,S=0573,VL
1,4,1733,2771,V=039,S=0515,VL
1,4,1733,3781,V=041,S=0512,VL
1,4,1733,3814,V=039,S=0305,2R
1,4,1733,4062,V=042,S=0592,VL
1,4,1733,4134,V=040,S=0382,2R
1,4,1733,4439,V=040,S=0531,VL
1,4,1733,4598,V=042,S=0467,VL
1,4,1733,4924,V=035,S=0620,VL
1,4,1733,5015,V=034,S=0590,VL
1,4,1733,5855,V=042,S=0494,VL
1,4,1734,829,V=034,S=0570,VL
1,4,1734,1377,V=049,S=0616,VL
1,4,1734,1641,V=047,S=0497,VL
1,4,1734,2788,V=046,S=0523,VL
1,4,1734,2984,V=047,S=0516,VL
1,4,1734,3205,V=049,S=0581,VL
1,4,1734,3445,V=046,S=0544,VL
1,4,1734,3849,V=038,S=0547,VL
1,4,1734,5295,V=042,S=0499,VL
1,4,1734,5462,V=042,S=0608,VL
1,4,1734,5745,V=044,S=0570,VL
1,4,1735,46,V=043,S=0590,VL
1,4,1735,251,V=042,S=0569,VL
1,4,1735,510,V=044,S=0537,VL
1,4,1735,4569,V=036,S=0666,VL
1,4,1735,4643,V=035,S=0156,Vélo
1,4,1735,4927,V=036,S=0649,VL
1,4,1735,5411,V=041,S=0499,VL
1,4,1736,113,V=035,S=0643,VL
1,4,1736,404,V=035,S=0468,VL
1,4,1736,1987,V=043,S=0852,VL
1,4,1736,2035,V=039,S=0157,Vélo
1,4,1736,2287,V=042,S=0547,VL
1,4,1736,2560,V=041,S=0545,VL
1,4,1736,4460,V=026,S=0633,VL
1,4,1736,4907,V=038,S=0487,VL
1,4,1737,132,V=045,S=0521,VL
1,4,1737,970,V=048,S=0576,VL
1,4,1737,1212,V=048,S=0550,VL
1,4,1737,2006,V=037,S=0527,VL
1,4,1737,2317,V=038,S=0507,VL
1,4,1737,2531,V=042,S=0596,VL
1,4,1737,2746,V=044,S=0599,VL
1,4,1737,3048,V=045,S=0727,VL
1,4,1737,3244,V=045,S=0624,VL
1,4,1737,5447,V=062,S=0548,VL
1,4,1738,1381,V=057,S=0600,VL
1,4,1738,3259,V=050,S=0590,VL
1,4,1738,3571,V=044,S=0532,VL
1,4,1738,3717,V=042,S=0259,2R
1,4,1738,3896,V=037,S=0564,VL
1,4,1739,263,V=043,S=0243,2R
1,4,1739,471,V=035,S=2178,PL/Bus
1,4,1739,643,V=035,S=0586,VL
1,4,1739,679,V=032,S=0280,2R
1,4,1739,880,V=032,S=0591,VL
1,4,1739,1121,V=029,S=0485,VL
1,4,1739,1290,V=027,S=0508,VL
1,4,1739,3514,V=032,S=0495,VL
1,4,1739,3692,V=035,S=0607,VL
1,4,1739,4027,V=037,S=0557,VL
1,4,1739,5991,V=041,S=0654,VL
1,4,1740,303,V=030,S=0615,VL
1,4,1740,715,V=034,S=0527,VL
1,4,1740,927,V=032,S=0579,VL
1,4,1740,1098,V=034,S=0511,VL
1,4,1740,1414,V=033,S=0505,VL
1,4,1740,2287,V=036,S=0575,VL
1,4,1740,3021,V=043,S=0595,VL
1,4,1741,468,V=039,S=0516,VL
1,4,1741,2365,V=039,S=0565,VL
1,4,1741,2582,V=038,S=0528,VL
1,4,1741,2850,V=052,S=0543,VL
1,4,1741,3897,V=040,S=0592,VL
1,4,1741,4974,V=050,S=0509,VL
1,4,1741,5313,V=055,S=0551,VL
1,4,1742,141,V=038,S=0528,VL
1,4,1742,1779,V=047,S=0579,VL
1,4,1742,2006,V=045,S=0622,VL
1,4,1742,2926,V=045,S=0601,VL
1,4,1742,5182,V=038,S=0583,VL
1,4,1742,5321,V=037,S=0535,VL
1,4,1743,730,V=088,S=0276,2R
1,4,1743,1021,V=036,S=0521,VL
1,4,1743,1137,V=038,S=0603,VL
1,4,1743,1818,V=037,S=0285,2R
1,4,1743,1957,V=038,S=0496,VL
1,4,1743,1985,V=037,S=0239,2R
1,4,1743,2139,V=044,S=0533,VL
1,4,1743,2532,V=044,S=0557,VL
1,4,1743,3905,V=045,S=0553,VL
1,4,1743,4234,V=045,S=0534,VL
1,4,1743,4364,V=043,S=0355,2R
1,4,1743,4394,V=046,S=0293,2R
1,4,1743,4768,V=037,S=0578,VL
1,4,1743,5943,V=043,S=0491,VL
1,4,1744,1463,V=019,S=0439,VL
1,4,1744,2008,V=043,S=0518,VL
1,4,1744,2171,V=044,S=0600,VL
1,4,1744,2874,V=042,S=0581,VL
1,4,1744,3708,V=060,S=0550,VL
1,4,1744,4386,V=051,S=0611,VL
1,4,1744,5058,V=055,S=0582,VL
1,4,1745,694,V=046,S=1139,PL/Bus
1,4,1745,1066,V=042,S=0580,VL
1,4,1745,1288,V=040,S=0712,VL
1,4,1745,1674,V=050,S=0671,VL
1,4,1745,1778,V=049,S=0568,VL
1,4,1745,2343,V=051,S=0618,VL
1,4,1745,3486,V=049,S=0551,VL
1,4,1745,4743,V=052,S=0321,2R
1,4,1746,2355,V=051,S=0568,VL
1,4,1746,4006,V=013,S=0183,Vélo
1,4,1747,780,V=039,S=2241,PL/Bus
1,4,1747,944,V=037,S=0555,VL
1,4,1747,1025,V=034,S=0235,2R
1,4,1747,1092,V=037,S=0330,2R
1,4,1747,1321,V=033,S=0602,VL
1,4,1747,1504,V=031,S=0511,VL
1,4,1747,1632,V=034,S=0577,VL
1,4,1747,1877,V=035,S=0590,VL
1,4,1747,2273,V=037,S=0523,VL
1,4,1747,2498,V=039,S=0852,VL
1,4,1747,2906,V=044,S=1039,PL/Bus
1,4,1747,3219,V=043,S=0592,VL
1,4,1747,3424,V=039,S=0572,VL
1,4,1747,4245,V=034,S=0706,VL
1,4,1747,4462,V=035,S=0521,VL
1,4,1747,4688,V=036,S=0562,VL
1,4,1748,322,V=037,S=0713,VL
1,4,1748,2386,V=036,S=0251,2R
1,4,1748,3142,V=042,S=0597,VL
1,4,1748,3201,V=043,S=0228,2R
1,4,1748,4027,V=043,S=0568,VL
1,4,1748,5692,V=043,S=0607,VL
1,4,1749,69,V=052,S=0583,VL
1,4,1749,1288,V=046,S=0604,VL
1,4,1749,2133,V=043,S=0614,VL
1,4,1749,3234,V=044,S=0544,VL
1,4,1749,3428,V=046,S=0677,VL
1,4,1749,4836,V=040,S=0517,VL
1,4,1749,5014,V=038,S=0542,VL
1,4,1749,5401,V=041,S=0612,VL
1,4,1749,5561,V=041,S=0670,VL
1,4,1749,5991,V=037,S=0601,VL
1,4,1750,1009,V=037,S=1582,PL/Bus
1,4,1750,1496,V=033,S=0517,VL
1,4,1750,1775,V=031,S=0624,VL
1,4,1750,1918,V=030,S=0516,VL
1,4,1750,4740,V=055,S=0409,VL
1,4,1750,5423,V=024,S=0515,VL
1,4,1750,5626,V=035,S=0543,VL
1,4,1750,5803,V=033,S=0549,VL
1,4,1751,209,V=042,S=0632,VL
1,4,1751,1254,V=051,S=0592,VL
1,4,1751,1945,V=040,S=0553,VL
1,4,1751,2102,V=043,S=0722,VL
1,4,1751,2615,V=034,S=0513,VL
1,4,1751,2811,V=039,S=0581,VL
1,4,1751,3798,V=046,S=0628,VL
1,4,1751,4081,V=043,S=0633,VL
1,4,1751,4275,V=037,S=0338,2R
1,4,1751,4455,V=039,S=0549,VL
1,4,1751,4789,V=038,S=0560,VL
1,4,1751,5359,V=043,S=0553,VL
1,4,1752,35,V=056,S=0624,VL
1,4,1752,897,V=046,S=0625,VL
1,4,1752,1629,V=038,S=0556,VL
1,4,1752,1784,V=036,S=0532,VL
1,4,1752,2679,V=043,S=0601,VL
1,4,1752,3102,V=043,S=0597,VL
1,4,1752,3316,V=045,S=0631,VL
1,4,1752,3967,V=036,S=0570,VL
1,4,1752,4551,V=036,S=0525,VL
1,4,1752,4750,V=036,S=0692,VL
1,4,1752,4864,V=037,S=0593,VL
1,4,1752,5658,V=042,S=0638,VL
1,4,1752,5826,V=041,S=0622,VL
1,4,1753,469,V=044,S=0679,VL
1,4,1753,544,V=041,S=0183,Vélo
1,4,1753,827,V=043,S=0624,VL
