SENS,JOUR,HEURE/MINUTE,SECONDE/CENTIEME,VITESSE,SER,TYPE
1,3,1700,573,V=041,S=0870,VL
1,3,1700,740,V=041,S=0680,VL
1,3,1700,1250,V=035,S=0547,VL
1,3,1700,1528,V=033,S=0517,VL
1,3,1700,1813,V=031,S=0536,VL
1,3,1700,1977,V=030,S=0489,VL
1,3,1700,2259,V=030,S=0531,VL
1,3,1700,3972,V=021,S=0414,VL
1,3,1700,4301,V=023,S=0463,VL
1,3,1700,4528,V=024,S=0563,VL
1,3,1701,532,V=038,S=0632,VL
1,3,1701,760,V=036,S=0496,VL
1,3,1701,1181,V=052,S=0552,VL
1,3,1701,3026,V=050,S=0531,VL
1,3,1701,4496,V=048,S=0546,VL
1,3,1701,4832,V=045,S=0570,VL
1,3,1701,5293,V=047,S=0495,VL
1,3,1701,5598,V=048,S=0615,VL
1,3,1702,34,V=042,S=0614,VL
1,3,1702,391,V=040,S=0548,VL
1,3,1702,2211,V=040,S=0482,VL
1,3,1702,3147,V=024,S=0711,VL
1,3,1702,3319,V=024,S=0495,VL
1,3,1702,3580,V=026,S=0568,VL
1,3,1702,5091,V=047,S=0526,VL
1,3,1703,182,V=036,S=2156,PL/Bus
1,3,1703,406,V=036,S=0623,VL
1,3,1703,1638,V=038,S=0527,VL
1,3,1703,1832,V=040,S=0553,VL
1,3,1703,1990,V=042,S=0563,VL
1,3,1703,2157,V=041,S=0500,VL
1,3,1703,2395,V=052,S=0642,VL
1,3,1703,3326,V=041,S=0470,VL
1,3,1703,3481,V=041,S=0571,VL
1,3,1703,3755,V=039,S=0634,VL
1,3,1703,4635,V=053,S=0596,VL
1,3,1703,5314,V=051,S=0548,VL
1,3,1703,5638,V=049,S=0277,2R
1,3,1703,5963,V=040,S=0492,VL
1,3,1704,758,V=047,S=0313,2R
1,3,1704,1579,V=052,S=0613,VL
1,3,1704,3063,V=056,S=0553,VL
1,3,1704,4584,V=046,S=0311,2R
1,3,1704,5316,V=039,S=0528,VL
1,3,1704,5757,V=034,S=0543,VL
1,3,1705,403,V=042,S=0686,VL
1,3,1705,3208,V=048,S=0587,VL
1,3,1705,3498,V=042,S=0223,2R
1,3,1705,3674,V=039,S=0567,VL
1,3,1705,4528,V=044,S=0542,VL
1,3,1705,5045,V=043,S=0630,VL
1,3,1705,5327,V=037,S=0500,VL
1,3,1705,5598,V=037,S=0597,VL
1,3,1705,5719,V=043,S=0641,VL
1,3,1706,142,V=038,S=0510,VL
1,3,1706,1099,V=037,S=0335,2R
1,3,1706,2786,V=046,S=0541,VL
1,3,1706,3767,V=028,S=0581,VL
1,3,1706,3983,V=025,S=0506,VL
1,3,1706,4132,V=027,S=0519,VL
1,3,1706,4273,V=028,S=0561,VL
1,3,1706,4467,V=033,S=0504,VL
1,3,1706,4866,V=036,S=0644,VL
1,3,1707,674,V=032,S=0582,VL
1,3,1707,939,V=036,S=0574,VL
1,3,1707,3227,V=037,S=0748,VL
1,3,1707,3480,V=040,S=0559,VL
1,3,1707,3648,V=038,S=0516,VL
1,3,1707,5402,V=051,S=0537,VL
1,3,1708,70,V=035,S=0639,VL
1,3,1708,703,V=041,S=0608,VL
1,3,1708,1183,V=047,S=0633,VL
1,3,1708,1371,V=045,S=0536,VL
1,3,1708,1895,V=042,S=0568,VL
1,3,1708,2102,V=043,S=0577,VL
1,3,1708,2658,V=013,S=0253,2R
1,3,1708,3453,V=028,S=0932,PL/Bus
1,3,1708,3565,V=028,S=0246,2R
1,3,1708,4411,V=038,S=0533,VL
1,3,1708,5094,V=042,S=0563,VL
1,3,1708,5671,V=048,S=0508,VL
1,3,1708,5928,V=048,S=0677,VL
1,3,1709,975,V=043,S=0558,VL
1,3,1709,1212,V=039,S=0562,VL
1,3,1709,1430,V=042,S=0664,VL
1,3,1709,1936,V=039,S=0550,VL
1,3,1709,3415,V=047,S=0566,VL
1,3,1709,4438,V=056,S=0672,VL
1,3,1710,244,V=034,S=0567,VL
1,3,1710,566,V=039,S=0567,VL
1,3,1710,1062,V=038,S=0594,VL
1,3,1710,1706,V=038,S=0549,VL
1,3,1710,2582,V=044,S=0526,VL
1,3,1710,4178,V=036,S=0568,VL
1,3,1710,5278,V=048,S=0839,VL
1,3,1710,5628,V=039,S=0527,VL
1,3,1710,5863,V=037,S=0529,VL
1,3,1711,606,V=045,S=0526,VL
1,3,1711,1325,V=040,S=0560,VL
1,3,1711,1920,V=015,S=0439,VL
1,3,1711,2310,V=036,S=0569,VL
1,3,1711,5785,V=037,S=0581,VL
1,3,1711,5959,V=040,S=0617,VL
1,3,1712,1131,V=033,S=0322,2R
1,3,1712,1258,V=038,S=0589,VL
1,3,1712,1871,V=046,S=0792,VL
1,3,1712,3996,V=043,S=0574,VL
1,3,1712,4273,V=044,S=0578,VL
1,3,1712,5454,V=044,S=0631,VL
1,3,1712,5884,V=043,S=0612,VL
1,3,1713,813,V=060,S=0512,VL
1,3,1713,1353,V=047,S=0543,VL
1,3,1713,2569,V=046,S=0544,VL
1,3,1713,3945,V=064,S=0290,2R
1,3,1713,4349,V=037,S=0582,VL
1,3,1713,5325,V=038,S=0517,VL
1,3,1713,5422,V=038,S=0250,2R
1,3,1713,5921,V=053,S=0522,VL
1,3,1714,1483,V=045,S=2542,PL/Bus
1,3,1714,1845,V=031,S=0507,VL
1,3,1715,1134,V=052,S=0596,VL
1,3,1715,1294,V=049,S=0542,VL
1,3,1715,2040,V=039,S=0519,VL
1,3,1715,2407,V=039,S=0586,VL
1,3,1715,2550,V=040,S=0532,VL
1,3,1715,2752,V=038,S=0540,VL
1,3,1715,2944,V=038,S=0586,VL
1,3,1715,3424,V=039,S=0637,VL
1,3,1715,3860,V=038,S=0563,VL
1,3,1715,4338,V=038,S=2149,PL/Bus
1,3,1715,4698,V=034,S=0689,VL
1,3,1715,5198,V=043,S=0400,VL
1,3,1715,5910,V=044,S=0544,VL
1,3,1716,335,V=043,S=0610,VL
1,3,1716,804,V=040,S=0559,VL
1,3,1716,987,V=043,S=0856,VL
1,3,1716,1370,V=049,S=0520,VL
1,3,1716,1671,V=055,S=0566,VL
1,3,1716,2480,V=053,S=0629,VL
1,3,1716,2695,V=051,S=0645,VL
1,3,1716,3011,V=051,S=0588,VL
1,3,1716,4292,V=049,S=0522,VL
1,3,1716,4984,V=047,S=0610,VL
1,3,1716,5802,V=045,S=0565,VL
1,3,1717,4540,V=045,S=1472,PL/Bus
1,3,1717,4778,V=043,S=0653,VL
1,3,1717,5073,V=042,S=0569,VL
1,3,1718,546,V=042,S=0639,VL
1,3,1718,1433,V=042,S=0584,VL
1,3,1718,1831,V=043,S=0758,VL
1,3,1718,2589,V=035,S=0629,VL
1,3,1718,2864,V=041,S=0553,VL
1,3,1718,3774,V=041,S=0517,VL
1,3,1718,3970,V=044,S=0563,VL
1,3,1718,4271,V=043,S=0569,VL
1,3,1718,4755,V=044,S=0581,VL
1,3,1718,5642,V=035,S=0578,VL
1,3,1719,177,V=037,S=0625,VL
1,3,1719,552,V=039,S=0629,VL
1,3,1719,1181,V=036,S=1526,PL/Bus
1,3,1719,1328,V=037,S=0599,VL
1,3,1719,1450,V=037,S=0288,2R
1,3,1719,1733,V=037,S=0542,VL
1,3,1719,1855,V=034,S=0626,VL
1,3,1719,2026,V=034,S=0474,VL
1,3,1719,2620,V=042,S=0631,VL
1,3,1719,3411,V=037,S=0585,VL
1,3,1719,3730,V=042,S=0593,VL
1,3,1719,4688,V=039,S=0544,VL
1,3,1719,4864,V=042,S=0568,VL
1,3,1719,4932,V=050,S=0256,2R
1,3,1719,5185,V=039,S=0676,VL
1,3,1719,5467,V=040,S=0608,VL
1,3,1720,144,V=041,S=0611,VL
1,3,1720,396,V=042,S=0605,VL
1,3,1720,566,V=043,S=0600,VL
1,3,1720,743,V=043,S=0495,VL
1,3,1720,1587,V=044,S=0590,VL
1,3,1720,1722,V=044,S=0769,VL
1,3,1720,1985,V=043,S=0562,VL
1,3,1720,2975,V=042,S=0526,VL
1,3,1720,3128,V=043,S=0633,VL
1,3,1720,5438,V=043,S=0578,VL
1,3,1720,5633,V=042,S=0529,VL
1,3,1721,900,V=055,S=0566,VL
1,3,1721,2476,V=040,S=0638,VL
1,3,1721,2899,V=045,S=0615,VL
1,3,1721,3122,V=045,S=0544,VL
1,3,1721,3847,V=043,S=0546,VL
1,3,1721,4175,V=044,S=0530,VL
1,3,1721,4619,V=040,S=0582,VL
1,3,1721,4745,V=039,S=0342,2R
1,3,1721,5349,V=045,S=0262,2R
1,3,1722,558,V=048,S=0541,VL
1,3,1722,840,V=045,S=0609,VL
1,3,1722,1260,V=036,S=0502,VL
1,3,1722,1407,V=041,S=0639,VL
1,3,1722,2080,V=039,S=0568,VL
1,3,1722,2821,V=040,S=0577,VL
1,3,1722,2936,V=040,S=0506,VL
1,3,1722,3109,V=041,S=0609,VL
1,3,1722,3280,V=038,S=0520,VL
1,3,1722,4050,V=038,S=0615,VL
1,3,1722,5879,V=045,S=0673,VL
1,3,1723,260,V=041,S=0526,VL
1,3,1723,411,V=042,S=0574,VL
1,3,1723,751,V=043,S=0591,VL
1,3,1723,1097,V=043,S=0578,VL
1,3,1723,1242,V=051,S=0299,2R
1,3,1723,1385,V=041,S=0598,VL
1,3,1723,1850,V=038,S=0638,VL
1,3,1723,2004,V=036,S=0555,VL
1,3,1724,485,V=050,S=0530,VL
1,3,1724,675,V=054,S=0720,VL
1,3,1724,1142,V=052,S=0667,VL
1,3,1724,1990,V=043,S=0743,VL
1,3,1724,2473,V=045,S=0670,VL
1,3,1724,2502,V=044,S=0274,2R
1,3,1724,2538,V=045,S=0199,Vélo
1,3,1724,2729,V=040,S=0524,VL
1,3,1724,3444,V=054,S=0578,VL
1,3,1724,3788,V=051,S=0590,VL
1,3,1724,3998,V=045,S=0604,VL
1,3,1725,79,V=039,S=0668,VL
1,3,1725,321,V=027,S=0241,2R
1,3,1725,1439,V=054,S=0562,VL
1,3,1725,1675,V=051,S=0564,VL
1,3,1725,1865,V=041,S=0515,VL
1,3,1725,3600,V=032,S=2088,PL/Bus
1,3,1725,3793,V=032,S=0519,VL
1,3,1725,4373,V=038,S=0587,VL
1,3,1726,436,V=053,S=0562,VL
1,3,1726,2349,V=049,S=0564,VL
1,3,1726,2374,V=048,S=0290,2R
1,3,1726,2582,V=044,S=0545,VL
1,3,1726,3141,V=042,S=0593,VL
1,3,1726,3477,V=043,S=0554,VL
1,3,1726,3943,V=046,S=0657,VL
1,3,1726,4225,V=045,S=0570,VL
1,3,1726,5141,V=042,S=0571,VL
1,3,1726,5521,V=041,S=0544,VL
1,3,1727,30,V=035,S=0548,VL
1,3,1727,884,V=046,S=0592,VL
1,3,1727,1320,V=050,S=0541,VL
1,3,1727,1554,V=045,S=0559,VL
1,3,1727,2020,V=042,S=0650,VL
1,3,1727,2815,V=045,S=0550,VL
1,3,1727,3021,V=042,S=0603,VL
1,3,1727,5052,V=044,S=0626,VL
1,3,1727,5155,V=047,S=0557,VL
1,3,1728,3854,V=047,S=0614,VL
1,3,1728,4154,V=049,S=0606,VL
1,3,1728,5981,V=046,S=0519,VL
1,3,1729,2480,V=038,S=0581,VL
1,3,1729,5396,V=048,S=0571,VL
1,3,1730,2615,V=049,S=0616,VL
1,3,1730,3636,V=038,S=2452,PL/Bus
1,3,1730,4645,V=039,S=0797,VL
1,3,1730,5920,V=034,S=0600,VL
1,3,1731,3601,V=043,S=0614,VL
1,3,1731,3787,V=046,S=0596,VL
1,3,1731,4696,V=035,S=0571,VL
1,3,1731,4857,V=035,S=0649,VL
1,3,1731,5788,V=043,S=0552,VL
1,3,1732,3328,V=051,S=0672,VL
1,3,1732,3381,V=047,S=0381,2R
1,3,1732,3686,V=044,S=0546,VL
1,3,1732,3896,V=041,S=0576,VL
1,3,1732,4413,V=041,S=0501,VL
1,3,1732,4434,V=039,S=0196,Vélo
1,3,1732,4567,V=043,S=0666,VL
1,3,1732,5505,V=035,S=0596,VL
1,3,1733,1156,V=026,S=0536,VL
1,3,1733,1671,V=051,S=0267,2R
1,3,1733,1749,V=038,S=0324,2R
1,3,1733,3156,V=034,S=0651,VL
1,3,1733,3255,V=033,S=0216,Vélo
1,3,1733,3460,V=035,S=0608,VL
1,3,1733,3991,V=042,S=0602,VL
1,3,1733,4389,V=040,S=1587,PL/Bus
1,3,1733,4769,V=036,S=0293,2R
1,3,1733,5462,V=040,S=0628,VL
1,3,1733,5903,V=035,S=0646,VL
1,3,1734,104,V=033,S=0670,VL
1,3,1734,321,V=034,S=0633,VL
1,3,1734,517,V=031,S=0575,VL
1,3,1734,766,V=032,S=0544,VL
1,3,1734,930,V=034,S=0545,VL
1,3,1734,1197,V=027,S=0337,2R
1,3,1734,1936,V=064,S=0607,VL
1,3,1734,2344,V=050,S=0531,VL
1,3,1734,3944,V=046,S=0665,VL
1,3,1734,4075,V=048,S=0547,VL
1,3,1734,4569,V=052,S=0571,VL
1,3,1734,4983,V=042,S=0543,VL
1,3,1734,5620,V=042,S=0601,VL
1,3,1735,647,V=042,S=0571,VL
1,3,1735,1169,V=044,S=0632,VL
1,3,1735,1282,V=043,S=0342,2R
1,3,1735,1930,V=044,S=0583,VL
1,3,1735,3616,V=043,S=0576,VL
1,3,1735,4263,V=049,S=0563,VL
1,3,1735,5486,V=045,S=0545,VL
1,3,1735,5768,V=043,S=0901,PL/Bus
1,3,1736,385,V=056,S=0626,VL
1,3,1736,803,V=046,S=0554,VL
1,3,1736,2583,V=046,S=0612,VL
1,3,1737,1904,V=049,S=0632,VL
1,3,1737,3011,V=039,S=0525,VL
1,3,1737,3741,V=043,S=0556,VL
1,3,1737,4042,V=038,S=0535,VL
1,3,1737,4165,V=038,S=0538,VL
1,3,1737,4326,V=037,S=0616,VL
1,3,1737,4529,V=037,S=0596,VL
1,3,1737,4997,V=045,S=0769,VL
1,3,1737,5162,V=045,S=0536,VL
1,3,1737,5375,V=043,S=0599,VL
1,3,1737,5684,V=039,S=0275,2R
1,3,1737,5894,V=045,S=0473,VL
1,3,1738,272,V=042,S=0617,VL
1,3,1738,591,V=043,S=0555,VL
1,3,1738,1047,V=049,S=0682,VL
1,3,1738,1637,V=057,S=0302,2R
1,3,1738,2059,V=029,S=0602,VL
1,3,1738,2635,V=031,S=0625,VL
1,3,1738,4559,V=048,S=0562,VL
1,3,1738,4759,V=052,S=0686,VL
1,3,1738,5272,V=047,S=0601,VL
1,3,1739,713,V=062,S=0364,2R
1,3,1739,1860,V=042,S=0584,VL
1,3,1739,2859,V=050,S=0587,VL
1,3,1739,3689,V=046,S=0655,VL
1,3,1739,3809,V=043,S=0579,VL
1,3,1739,4593,V=042,S=0642,VL
1,3,1740,73,V=040,S=0564,VL
1,3,1740,260,V=039,S=0605,VL
1,3,1740,495,V=040,S=0629,VL
1,3,1740,697,V=044,S=0608,VL
1,3,1740,1112,V=045,S=0624,VL
1,3,1740,3898,V=070,S=0885,VL
1,3,1740,4923,V=044,S=0690,VL
1,3,1740,4991,V=045,S=0568,VL
1,3,1741,629,V=036,S=0220,2R
1,3,1741,1491,V=052,S=0678,VL
1,3,1741,1553,V=051,S=0527,VL
1,3,1741,1768,V=047,S=0552,VL
1,3,1741,1895,V=046,S=0615,VL
1,3,1741,2073,V=046,S=0521,VL
1,3,1741,2316,V=043,S=0600,VL
1,3,1741,3729,V=048,S=0517,VL
1,3,1741,4300,V=044,S=0483,VL
1,3,1741,4515,V=044,S=0639,VL
1,3,1741,4772,V=042,S=0572,VL
1,3,1741,4932,V=041,S=0605,VL
1,3,1741,5166,V=040,S=0583,VL
1,3,1741,5418,V=039,S=0728,VL
1,3,1741,5874,V=047,S=0625,VL
1,3,1742,1523,V=043,S=0736,VL
1,3,1742,1684,V=044,S=0597,VL
1,3,1742,1919,V=044,S=0717,VL
1,3,1742,2952,V=035,S=0565,VL
1,3,1742,3146,V=033,S=0606,VL
1,3,1742,3347,V=034,S=0557,VL
1,3,1742,3575,V=036,S=0355,2R
1,3,1742,3722,V=032,S=0470,VL
1,3,1742,3889,V=032,S=0538,VL
1,3,1742,4168,V=044,S=0542,VL
1,3,1742,5468,V=027,S=0892,VL
1,3,1743,229,V=046,S=0556,VL
1,3,1743,2395,V=036,S=1589,PL/Bus
1,3,1743,3080,V=041,S=0553,VL
1,3,1743,3663,V=038,S=0553,VL
1,3,1743,4229,V=043,S=0582,VL
1,3,1743,4974,V=036,S=2189,PL/Bus
1,3,1743,5503,V=044,S=0674,VL
1,3,1743,5649,V=044,S=0586,VL
1,3,1743,5954,V=041,S=0602,VL
1,3,1744,211,V=036,S=0590,VL
1,3,1744,612,V=031,S=0542,VL
1,3,1744,827,V=032,S=0531,VL
1,3,1744,1129,V=031,S=0442,VL
1,3,1744,1250,V=032,S=0506,VL
1,3,1744,2023,V=023,S=0547,VL
1,3,1744,2559,V=041,S=0561,VL
1,3,1744,2992,V=042,S=0589,VL
1,3,1744,4091,V=038,S=0639,VL
1,3,1744,4394,V=036,S=0648,VL
1,3,1744,4779,V=042,S=0520,VL
1,3,1744,4939,V=036,S=0547,VL
1,3,1744,5208,V=034,S=0525,VL
1,3,1745,1062,V=050,S=0587,VL
1,3,1745,1377,V=066,S=0583,VL
1,3,1745,2619,V=051,S=0594,VL
1,3,1745,2781,V=050,S=0599,VL
1,3,1745,3866,V=052,S=0649,VL
1,3,1745,4323,V=042,S=0275,2R
1,3,1745,4725,V=043,S=0617,VL
1,3,1746,1073,V=040,S=0627,VL
1,3,1746,1518,V=037,S=0549,VL
1,3,1746,1869,V=050,S=0822,VL
1,3,1746,3422,V=039,S=0525,VL
1,3,1746,3865,V=044,S=0621,VL
1,3,1746,4017,V=043,S=0631,VL
1,3,1746,4854,V=044,S=0638,VL
1,3,1746,5077,V=044,S=0619,VL
1,3,1747,346,V=037,S=0513,VL
1,3,1747,744,V=048,S=0584,VL
1,3,1747,1094,V=043,S=0579,VL
1,3,1747,1435,V=046,S=0617,VL
1,3,1747,1580,V=046,S=0619,VL
1,3,1747,1815,V=044,S=0664,VL
1,3,1747,2843,V=058,S=0589,VL
1,3,1747,3656,V=043,S=0549,VL
1,3,1747,3896,V=038,S=0567,VL
1,3,1747,4268,V=043,S=0564,VL
1,3,1747,4498,V=043,S=0695,VL
1,3,1747,4658,V=044,S=0629,VL
1,3,1747,4894,V=044,S=0559,VL
1,3,1748,1854,V=047,S=0532,VL
1,3,1748,2062,V=044,S=0613,VL
1,3,1748,2230,V=043,S=0537,VL
1,3,1748,2635,V=043,S=0608,VL
1,3,1748,2872,V=037,S=0573,VL
1,3,1748,3259,V=044,S=0617,VL
1,3,1748,3477,V=044,S=0486,VL
1,3,1748,4693,V=042,S=0728,VL
1,3,1749,806,V=032,S=0678,VL
1,3,1749,1530,V=048,S=0565,VL
1,3,1749,3042,V=047,S=0494,VL
1,3,1749,3403,V=046,S=0559,VL
1,3,1749,3698,V=044,S=0513,VL
1,3,1749,4218,V=037,S=0627,VL
1,3,1749,4507,V=045,S=0535,VL
1,3,1749,5417,V=043,S=0507,VL
1,3,1749,5546,V=043,S=0341,2R
1,3,1749,5788,V=037,S=0549,VL
1,3,1750,327,V=040,S=0544,VL
1,3,1750,1602,V=040,S=0557,VL
1,3,1750,2295,V=041,S=0473,VL
1,3,1750,2764,V=040,S=0551,VL
1,3,1750,3031,V=043,S=0584,VL
1,3,1750,3270,V=044,S=0533,VL
1,3,1750,5205,V=040,S=0537,VL
1,3,1750,5378,V=051,S=0664,VL
1,3,1750,5752,V=043,S=0576,VL
1,3,1751,109,V=027,S=0578,VL
1,3,1751,296,V=037,S=0484,VL
1,3,1751,480,V=035,S=0500,VL
1,3,1751,1298,V=049,S=0463,VL
1,3,1751,2690,V=026,S=0480,VL
1,3,1751,2906,V=026,S=0458,VL
1,3,1751,3501,V=034,S=1562,PL/Bus
1,3,1751,3792,V=032,S=0518,VL
1,3,1751,4029,V=031,S=0517,VL
1,3,1751,4195,V=033,S=0549,VL
1,3,1751,4361,V=035,S=0515,VL
1,3,1751,4550,V=035,S=0547,VL
1,3,1751,4784,V=037,S=0595,VL
1,3,1751,4998,V=038,S=0551,VL
1,3,1751,5129,V=038,S=0544,VL
1,3,1751,5649,V=044,S=0583,VL
1,3,1751,5978,V=036,S=0466,VL
1,3,1752,623,V=040,S=0496,VL
1,3,1752,818,V=042,S=0560,VL
1,3,1752,943,V=043,S=0580,VL
1,3,1752,2604,V=057,S=0600,VL
1,3,1752,3864,V=038,S=2405,PL/Bus
1,3,1752,4030,V=037,S=0542,VL
1,3,1753,252,V=041,S=0599,VL
1,3,1753,1756,V=025,S=0904,PL/Bus
1,3,1753,1826,V=027,S=0179,Vélo
1,3,1753,2026,V=027,S=0568,VL
1,3,1753,2322,V=030,S=0199,Vélo
1,3,1753,2521,V=031,S=0552,VL
1,3,1753,3021,V=036,S=0535,VL
1,3,1753,4200,V=046,S=0631,VL
1,3,1753,4767,V=035,S=0584,VL
1,3,1753,4948,V=037,S=0275,2R
1,3,1753,5206,V=039,S=0542,VL
1,3,1754,215,V=052,S=0583,VL
1,3,1754,855,V=041,S=0602,VL
1,3,1754,1072,V=041,S=0551,VL
1,3,1754,1663,V=040,S=0594,VL
1,3,1754,3482,V=046,S=0581,VL
1,3,1754,3964,V=037,S=0578,VL
1,3,1754,4366,V=033,S=0551,VL
1,3,1754,4617,V=031,S=0515,VL
1,3,1754,4948,V=033,S=0519,VL
1,3,1754,5110,V=034,S=0542,VL
1,3,1754,5366,V=036,S=0564,VL
1,3,1754,5578,V=036,S=0562,VL
1,3,1755,2341,V=053,S=0540,VL
1,3,1755,2510,V=046,S=0567,VL
1,3,1755,2756,V=050,S=0552,VL
1,3,1755,3424,V=058,S=0528,VL
1,3,1755,5230,V=048,S=0588,VL
1,3,1756,800,V=040,S=0602,VL
1,3,1756,1081,V=039,S=0633,VL
1,3,1756,1284,V=036,S=0623,VL
1,3,1756,1527,V=034,S=0628,VL
1,3,1756,1696,V=030,S=0252,2R
1,3,1756,2096,V=042,S=0582,VL
1,3,1756,2306,V=042,S=0687,VL
1,3,1756,3096,V=045,S=0537,VL
1,3,1756,3585,V=044,S=0585,VL
1,3,1756,3850,V=038,S=0556,VL
1,3,1757,778,V=052,S=0522,VL
1,3,1757,1129,V=044,S=0525,VL
1,3,1757,1298,V=043,S=0620,VL
1,3,1757,1544,V=039,S=0462,VL
1,3,1757,1773,V=037,S=0989,PL/Bus
1,3,1757,1990,V=036,S=0493,VL
1,3,1757,3744,V=051,S=0548,VL
1,3,1757,5452,V=037,S=0522,VL
1,3,1758,1712,V=037,S=0602,VL
1,3,1758,2927,V=034,S=0660,VL
1,3,1758,3023,V=032,S=0192,Vélo
1,3,1758,3169,V=034,S=0482,VL
1,3,1758,3488,V=031,S=0518,VL
1,3,1758,3725,V=030,S=0511,VL
1,3,1758,4593,V=042,S=0724,VL
1,3,1758,4663,V=042,S=0372,2R
1,3,1758,5661,V=039,S=0591,VL
1,3,1758,5807,V=037,S=0481,VL
1,3,1758,5981,V=039,S=0478,VL
1,3,1759,364,V=036,S=0548,VL
1,3,1759,1351,V=085,S=0263,2R
1,3,1759,1539,V=046,S=0540,VL
1,3,1759,2236,V=049,S=0592,VL
1,3,1800,2137,V=044,S=0531,VL
1,3,1800,3361,V=041,S=0569,VL
1,3,1800,3819,V=037,S=0500,VL
1,3,1800,3965,V=037,S=0503,VL
1,3,1800,4390,V=018,S=0242,2R
1,3,1800,4950,V=032,S=0547,VL
1,3,1800,5183,V=039,S=0609,VL
1,3,1800,5370,V=041,S=0553,VL
1,3,1801,702,V=046,S=0636,VL
1,3,1801,1074,V=053,S=0556,VL
1,3,1801,1587,V=041,S=0525,VL
1,3,1801,1903,V=039,S=0523,VL
1,3,1801,2063,V=038,S=0508,VL
1,3,1801,2529,V=034,S=0619,VL
1,3,1801,3444,V=034,S=0291,2R
1,3,1801,3674,V=039,S=0572,VL
1,3,1801,5494,V=029,S=0527,VL
1,3,1802,19,V=028,S=2118,PL/Bus
1,3,1802,239,V=029,S=0536,VL
1,3,1802,371,V=030,S=0317,2R
1,3,1802,789,V=036,S=0587,VL
1,3,1802,1262,V=038,S=0625,VL
1,3,1802,1590,V=031,S=0572,VL
1,3,1802,1774,V=022,S=0230,2R
1,3,1802,2115,V=026,S=1572,PL/Bus
1,3,1802,2392,V=043,S=0606,VL
1,3,1802,2954,V=034,S=0541,VL
1,3,1802,3324,V=027,S=0740,VL
1,3,1802,4051,V=038,S=0551,VL
1,3,1802,4283,V=041,S=0523,VL
1,3,1802,4414,V=042,S=0504,VL
1,3,1802,4584,V=040,S=0541,VL
1,3,1802,5108,V=035,S=0636,VL
1,3,1802,5205,V=034,S=0443,VL
1,3,1802,5460,V=039,S=0520,VL
1,3,1802,5628,V=036,S=0539,VL
1,3,1803,3014,V=044,S=0491,VL
1,3,1803,3215,V=043,S=0556,VL
1,3,1803,3371,V=047,S=0613,VL
1,3,1803,3659,V=044,S=0510,VL
1,3,1803,3868,V=042,S=0506,VL
1,3,1803,4090,V=036,S=0550,VL
1,3,1803,4312,V=036,S=0640,VL
1,3,1803,5323,V=041,S=0614,VL
1,3,1804,72,V=027,S=0453,VL
1,3,1804,301,V=027,S=0482,VL
1,3,1804,934,V=031,S=0674,VL
1,3,1804,1245,V=029,S=0747,VL
1,3,1804,2597,V=021,S=0610,VL
1,3,1804,2761,V=023,S=0522,VL
1,3,1804,3096,V=028,S=0555,VL
1,3,1804,3249,V=025,S=0507,VL
1,3,1804,3407,V=023,S=0502,VL
1,3,1804,3567,V=025,S=0540,VL
1,3,1804,4051,V=042,S=0629,VL
1,3,1804,4449,V=052,S=0569,VL
1,3,1804,5662,V=041,S=0575,VL
1,3,1804,5918,V=037,S=0585,VL
1,3,1805,382,V=036,S=0639,VL
1,3,1805,1662,V=034,S=0483,VL
1,3,1805,1879,V=035,S=0573,VL
1,3,1805,2068,V=033,S=0550,VL
1,3,1805,2320,V=033,S=0618,VL
1,3,1805,2712,V=034,S=0605,VL
1,3,1805,3155,V=035,S=0634,VL
1,3,1805,3387,V=035,S=0554,VL
1,3,1805,4442,V=045,S=0266,2R
1,3,1805,5018,V=031,S=0507,VL
1,3,1805,5377,V=022,S=0557,VL
1,3,1805,5503,V=029,S=0422,VL
1,3,1806,629,V=032,S=0530,VL
1,3,1806,1539,V=044,S=0474,VL
1,3,1806,2078,V=036,S=0727,VL
1,3,1806,2357,V=035,S=0609,VL
1,3,1806,2642,V=036,S=0576,VL
1,3,1806,3517,V=039,S=0615,VL
1,3,1806,3965,V=035,S=0563,VL
1,3,1806,4429,V=050,S=0595,VL
1,3,1806,5651,V=044,S=0481,VL
1,3,1806,5823,V=045,S=0567,VL
1,3,1807,74,V=043,S=0588,VL
1,3,1807,195,V=042,S=0540,VL
1,3,1807,755,V=039,S=0515,VL
1,3,1807,956,V=037,S=0522,VL
1,3,1807,1042,V=036,S=0238,2R
1,3,1807,3029,V=047,S=0614,VL
1,3,1807,3800,V=038,S=0541,VL
1,3,1807,5115,V=035,S=2484,PL/Bus
1,3,1807,5340,V=032,S=0625,VL
1,3,1807,5570,V=031,S=0564,VL
1,3,1807,5777,V=034,S=0623,VL
1,3,1807,5994,V=033,S=0548,VL
1,3,1808,144,V=034,S=0550,VL
1,3,1808,1468,V=048,S=0578,VL
1,3,1808,1654,V=047,S=0602,VL
1,3,1808,1807,V=046,S=0546,VL
1,3,1808,2560,V=034,S=0617,VL
1,3,1808,3708,V=045,S=0631,VL
1,3,1808,4065,V=044,S=0551,VL
1,3,1808,4585,V=042,S=0638,VL
1,3,1808,4888,V=034,S=0490,VL
1,3,1808,5228,V=038,S=0543,VL
1,3,1808,5941,V=036,S=0506,VL
1,3,1809,89,V=035,S=0562,VL
1,3,1809,1921,V=053,S=0538,VL
