Jour,Heure,Seconde,Centième,Vitesse,Type,Véhicule,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
15/10/22,15:10,8,75,48,VL,1,258,,,,,
15/10/22,15:11,36,80,49,VL,1,258,,,,,
15/10/22,15:11,52,82,27,Moto,13,115,,,,,
15/10/22,15:11,54,93,26,VL,1,283,,,,,
15/10/22,15:11,57,19,24,VL,1,231,,,,,
15/10/22,15:11,58,85,25,VL,1,244,,,,,
15/10/22,15:12,0,79,25,VL,1,256,,,,,
15/10/22,15:12,3,55,23,VL,1,256,,,,,
15/10/22,15:12,5,51,24,VL,1,242,,,,,
15/10/22,15:13,16,56,42,VL,1,308,,,,,
15/10/22,15:13,17,97,40,VL,1,255,,,,,
15/10/22,15:13,23,19,49,VL,1,271,,,,,
15/10/22,15:13,24,95,48,VL,1,257,,,,,
15/10/22,15:13,27,90,45,VL,1,296,,,,,
15/10/22,15:13,29,39,44,VL,1,258,,,,,
15/10/22,15:13,32,70,42,VL,1,282,,,,,
15/10/22,15:13,48,71,53,VL,1,229,,,,,
15/10/22,15:14,3,18,38,VL,1,257,,,,,
15/10/22,15:14,34,14,50,VL,1,244,,,,,
15/10/22,15:14,37,62,47,VL,1,229,,,,,
15/10/22,15:15,2,78,42,VL,1,244,,,,,
15/10/22,15:15,7,51,44,VL,1,244,,,,,
15/10/22,15:15,27,54,46,VL,1,269,,,,,
15/10/22,15:15,29,73,47,VL,1,257,,,,,
15/10/22,15:16,10,8,55,VL,1,245,,,,,
15/10/22,15:16,11,76,51,VL,1,244,,,,,
15/10/22,15:16,14,23,46,VL,1,230,,,,,
15/10/22,15:16,18,97,45,VL,1,244,,,,,
15/10/22,15:16,21,29,46,VL,1,243,,,,,
15/10/22,15:16,26,74,47,VL,1,246,,,,,
15/10/22,15:17,24,44,61,VL,1,246,,,,,
15/10/22,15:17,33,9,45,VL,1,271,,,,,
15/10/22,15:17,36,74,43,VL,1,271,,,,,
15/10/22,15:17,59,58,52,VL,1,255,,,,,
15/10/22,15:19,24,4,55,VL,1,259,,,,,
15/10/22,15:20,13,50,47,VL,1,256,,,,,
15/10/22,15:20,15,18,44,Moto,13,140,,,,,
15/10/22,15:20,17,94,40,VL,1,258,,,,,
15/10/22,15:20,32,71,39,VL,1,256,,,,,
15/10/22,15:21,22,6,58,VL,1,254,,,,,
15/10/22,15:21,24,81,52,VL,1,244,,,,,
15/10/22,15:21,26,22,55,VL,1,284,,,,,
15/10/22,15:21,29,26,56,VL,1,307,,,,,
15/10/22,15:21,33,26,53,VL,1,269,,,,,
15/10/22,15:21,37,4,48,VL,1,244,,,,,
15/10/22,15:22,5,64,47,VL,1,332,,,,,
15/10/22,15:22,44,46,44,VL,1,244,,,,,
15/10/22,15:22,45,74,44,VL,1,257,,,,,
15/10/22,15:22,47,34,45,VL,1,257,,,,,
15/10/22,15:23,9,29,49,VL,1,245,,,,,
15/10/22,15:24,3,23,52,VL,1,271,,,,,
15/10/22,15:24,7,64,44,VL,1,283,,,,,
15/10/22,15:24,9,27,44,VL,1,243,,,,,
15/10/22,15:24,20,44,60,VL,1,245,,,,,
15/10/22,15:24,40,35,54,VL,1,257,,,,,
15/10/22,15:25,10,69,69,VL,1,267,,,,,
15/10/22,15:25,18,4,55,VL,1,259,,,,,
15/10/22,15:25,21,38,53,VL,1,258,,,,,
15/10/22,15:26,46,28,45,VL,1,243,,,,,
15/10/22,15:26,47,86,43,VL,1,192,,,,,
15/10/22,15:26,50,60,48,VL,1,258,,,,,
15/10/22,15:26,52,43,49,VL,1,268,,,,,
15/10/22,15:26,53,94,49,VL,1,269,,,,,
15/10/22,15:26,56,47,54,VL,1,242,,,,,
15/10/22,15:27,0,33,45,VL,1,256,,,,,
15/10/22,15:27,1,92,46,VL,1,244,,,,,
15/10/22,15:27,3,39,40,VL,1,243,,,,,
15/10/22,15:27,16,66,53,VL,1,255,,,,,
15/10/22,15:28,29,78,51,VL,1,281,,,,,
15/10/22,15:28,36,74,42,VL,1,258,,,,,
15/10/22,15:28,38,83,43,VL,1,256,,,,,
15/10/22,15:28,41,85,45,VL,1,282,,,,,
15/10/22,15:28,43,48,44,VL,1,270,,,,,
15/10/22,15:28,44,80,45,VL,1,258,,,,,
15/10/22,15:28,46,81,43,VL,1,268,,,,,
15/10/22,15:29,42,62,47,Moto,13,127,,,,,
15/10/22,15:3,41,21,32,VL,1,242,,,,,
15/10/22,15:3,44,3,43,VL,1,192,,,,,
15/10/22,15:3,51,12,37,VL,1,271,,,,,
15/10/22,15:30,31,47,47,VL,1,256,,,,,
15/10/22,15:30,34,31,47,VL,1,256,,,,,
15/10/22,15:30,36,45,49,VL,1,284,,,,,
15/10/22,15:30,38,67,46,VL,1,257,,,,,
15/10/22,15:30,41,79,43,VL,1,256,,,,,
15/10/22,15:30,44,76,40,VL,1,270,,,,,
15/10/22,15:30,47,15,37,VL,1,281,,,,,
15/10/22,15:30,49,47,37,VL,1,269,,,,,
15/10/22,15:30,51,6,34,VL,1,257,,,,,
15/10/22,15:31,6,68,44,VL,1,257,,,,,
15/10/22,15:31,52,10,39,VL,1,243,,,,,
15/10/22,15:31,55,55,42,VL,1,245,,,,,
15/10/22,15:31,58,7,38,VL,1,245,,,,,
15/10/22,15:32,16,41,46,VL,1,244,,,,,
15/10/22,15:32,21,19,43,VL,1,256,,,,,
15/10/22,15:33,33,2,55,VL,1,269,,,,,
15/10/22,15:33,39,10,42,VL,1,270,,,,,
15/10/22,15:33,41,56,42,VL,1,271,,,,,
15/10/22,15:33,43,36,43,VL,1,257,,,,,
15/10/22,15:34,16,12,32,VL,1,244,,,,,
15/10/22,15:34,23,77,51,Moto,13,140,,,,,
15/10/22,15:34,31,95,51,VL,1,244,,,,,
15/10/22,15:35,18,11,51,VL,12,245,297,,,,
15/10/22,15:35,22,83,51,VL,1,254,,,,,
15/10/22,15:35,28,27,42,VL,1,231,,,,,
15/10/22,15:35,30,24,41,VL,1,309,,,,,
15/10/22,15:35,32,1,43,VL,1,255,,,,,
15/10/22,15:35,44,77,56,VL,1,257,,,,,
15/10/22,15:35,54,38,34,VL,1,244,,,,,
15/10/22,15:36,57,69,47,VL,1,255,,,,,
15/10/22,15:37,2,61,43,VL,1,255,,,,,
15/10/22,15:37,3,90,42,VL,1,244,,,,,
15/10/22,15:37,5,92,42,VL,1,244,,,,,
15/10/22,15:37,26,24,34,VL,1,245,,,,,
15/10/22,15:38,19,62,50,VL,1,256,,,,,
15/10/22,15:38,22,78,50,VL,1,257,,,,,
15/10/22,15:38,28,70,42,VL,1,256,,,,,
15/10/22,15:38,45,47,42,VL,2,360,,,,,
15/10/22,15:38,58,99,48,VL,1,270,,,,,
15/10/22,15:39,1,43,49,VL,1,269,,,,,
15/10/22,15:39,5,50,47,VL,1,229,,,,,
15/10/22,15:40,6,95,51,VL,1,254,,,,,
15/10/22,15:40,8,92,50,VL,1,281,,,,,
15/10/22,15:40,12,95,50,VL,1,256,,,,,
15/10/22,15:40,18,83,42,VL,1,270,,,,,
15/10/22,15:40,20,35,42,VL,1,257,,,,,
15/10/22,15:40,22,47,44,VL,1,269,,,,,
15/10/22,15:40,45,67,46,VL,1,230,,,,,
15/10/22,15:41,31,81,47,VL,1,256,,,,,
15/10/22,15:41,34,69,45,VL,1,282,,,,,
15/10/22,15:41,36,56,41,Moto,13,140,,,,,
15/10/22,15:41,39,73,40,VL,1,256,,,,,
15/10/22,15:41,41,87,40,VL,1,244,,,,,
15/10/22,15:43,1,12,49,VL,1,243,,,,,
15/10/22,15:43,3,52,40,VL,1,242,,,,,
15/10/22,15:43,9,4,39,VL,1,347,,,,,
15/10/22,15:43,13,68,42,VL,1,258,,,,,
15/10/22,15:43,18,57,44,VL,1,295,,,,,
15/10/22,15:44,29,1,56,VL,1,258,,,,,
15/10/22,15:44,32,51,47,VL,1,281,,,,,
15/10/22,15:44,34,27,48,VL,1,322,,,,,
15/10/22,15:44,40,40,45,VL,1,257,,,,,
15/10/22,15:44,43,66,41,VL,1,268,,,,,
15/10/22,15:44,45,92,37,VL,1,256,,,,,
15/10/22,15:44,47,69,39,VL,1,268,,,,,
15/10/22,15:44,49,57,38,VL,1,256,,,,,
15/10/22,15:44,52,6,35,VL,1,244,,,,,
15/10/22,15:44,54,87,36,VL,1,270,,,,,
15/10/22,15:44,57,2,36,VL,1,256,,,,,
15/10/22,15:45,7,67,40,VL,1,243,,,,,
15/10/22,15:46,34,83,59,VL,1,231,,,,,
15/10/22,15:46,37,30,54,VL,1,283,,,,,
15/10/22,15:46,41,93,46,VL,1,243,,,,,
15/10/22,15:46,43,22,46,VL,1,230,,,,,
15/10/22,15:46,44,57,48,VL,1,245,,,,,
15/10/22,15:47,8,99,40,VL,1,231,,,,,
15/10/22,15:48,0,61,49,VL,1,244,,,,,
15/10/22,15:48,3,59,50,VL,1,245,,,,,
15/10/22,15:48,19,37,50,VL,1,256,,,,,
15/10/22,15:49,31,17,39,VL,1,282,,,,,
15/10/22,15:49,33,2,38,VL,1,258,,,,,
15/10/22,15:49,34,48,36,VL,1,257,,,,,
15/10/22,15:5,2,73,43,VL,1,259,,,,,
15/10/22,15:5,3,49,44,VL,1,256,,,,,
15/10/22,15:5,5,32,44,VL,1,244,,,,,
15/10/22,15:5,7,98,46,VL,1,257,,,,,
15/10/22,15:5,9,85,43,VL,1,255,,,,,
15/10/22,15:5,12,78,39,VL,1,231,,,,,
15/10/22,15:5,15,8,38,VL,1,257,,,,,
15/10/22,15:5,16,71,37,VL,1,244,,,,,
15/10/22,15:5,19,21,35,VL,1,270,,,,,
15/10/22,15:5,32,6,49,VL,1,268,,,,,
15/10/22,15:5,35,99,44,VL,1,242,,,,,
15/10/22,15:5,38,3,42,VL,1,282,,,,,
15/10/22,15:51,1,59,49,VL,1,346,,,,,
15/10/22,15:51,4,46,53,VL,1,246,,,,,
15/10/22,15:51,6,68,50,VL,1,245,,,,,
15/10/22,15:51,15,15,40,VL,1,256,,,,,
15/10/22,15:52,31,58,43,VL,1,256,,,,,
15/10/22,15:52,37,39,45,VL,1,271,,,,,
15/10/22,15:52,40,86,47,VL,1,319,,,,,
15/10/22,15:52,43,86,46,VL,1,244,,,,,
15/10/22,15:52,46,56,44,VL,1,258,,,,,
15/10/22,15:53,4,64,47,VL,1,243,,,,,
15/10/22,15:54,14,63,46,VL,1,245,,,,,
15/10/22,15:54,16,17,42,VL,1,257,,,,,
15/10/22,15:54,20,12,51,VL,1,281,,,,,
15/10/22,15:54,21,79,50,VL,1,257,,,,,
15/10/22,15:54,37,62,59,VL,1,258,,,,,
15/10/22,15:54,38,80,57,VL,1,255,,,,,
15/10/22,15:56,21,82,48,VL,1,244,,,,,
15/10/22,15:56,24,62,47,VL,1,282,,,,,
15/10/22,15:56,27,34,49,VL,1,268,,,,,
15/10/22,15:56,33,38,39,VL,1,257,,,,,
15/10/22,15:56,43,43,49,VL,1,243,,,,,
15/10/22,15:56,46,95,45,VL,1,257,,,,,
15/10/22,15:56,49,26,46,VL,1,243,,,,,
15/10/22,15:56,51,27,46,VL,1,270,,,,,
15/10/22,15:57,51,53,45,VL,1,282,,,,,
15/10/22,15:57,58,82,43,VL,1,259,,,,,
15/10/22,15:57,59,94,43,VL,1,269,,,,,
15/10/22,15:59,15,66,47,VL,1,307,,,,,
15/10/22,15:59,18,97,42,VL,1,257,,,,,
15/10/22,15:59,20,98,44,VL,1,243,,,,,
15/10/22,15:59,38,5,47,VL,1,246,,,,,
15/10/22,15:59,39,38,44,VL,1,255,,,,,
15/10/22,15:7,4,86,43,VL,1,319,,,,,
15/10/22,15:7,7,13,44,VL,1,269,,,,,
15/10/22,15:7,8,34,42,Moto,13,154,,,,,
15/10/22,15:7,9,23,42,VL,1,284,,,,,
15/10/22,15:7,14,16,40,VL,1,256,,,,,
15/10/22,15:7,15,59,38,VL,1,243,,,,,
15/10/22,15:7,17,79,38,VL,1,255,,,,,
15/10/22,15:7,21,89,37,VL,1,281,,,,,
15/10/22,15:7,24,71,31,VL,1,270,,,,,
15/10/22,15:7,26,52,32,VL,1,231,,,,,
15/10/22,15:7,32,9,50,VL,1,244,,,,,
15/10/22,15:7,34,1,47,VL,1,244,,,,,
15/10/22,15:8,20,95,50,VL,1,256,,,,,
15/10/22,15:8,35,36,20,PL,2,717,,,,,
15/10/22,15:8,36,97,36,VL,1,269,,,,,
15/10/22,15:9,49,82,42,VL,1,255,,,,,
15/10/22,16:0,54,29,48,VL,1,271,,,,,
15/10/22,16:0,58,46,37,VL,1,257,,,,,
15/10/22,16:0,59,86,38,VL,1,257,,,,,
15/10/22,16:1,21,81,52,VL,1,243,,,,,
15/10/22,16:1,34,38,39,VL,1,256,,,,,
15/10/22,16:10,26,30,71,VL,1,243,,,,,
15/10/22,16:10,28,70,56,VL,1,284,,,,,
15/10/22,16:10,31,9,54,VL,1,243,,,,,
15/10/22,16:10,32,5,55,VL,1,259,,,,,
15/10/22,16:10,39,58,41,VL,1,257,,,,,
15/10/22,16:10,42,85,42,VL,1,256,,,,,
15/10/22,16:10,45,87,42,VL,1,271,,,,,
15/10/22,16:12,8,33,40,VL,1,269,,,,,
15/10/22,16:13,51,95,50,VL,1,280,,,,,
15/10/22,16:13,54,42,47,VL,1,231,,,,,
15/10/22,16:14,0,39,40,VL,1,256,,,,,
15/10/22,16:14,2,39,43,VL,1,268,,,,,
15/10/22,16:14,37,71,39,VL,1,231,,,,,
15/10/22,16:15,43,87,48,VL,1,258,,,,,
15/10/22,16:15,51,76,46,VL,1,230,,,,,
15/10/22,16:15,56,12,46,VL,1,270,,,,,
15/10/22,16:15,59,32,40,VL,1,242,,,,,
15/10/22,16:16,10,92,43,VL,1,271,,,,,
15/10/22,16:17,5,14,42,VL,1,268,,,,,
15/10/22,16:17,8,35,42,VL,1,256,,,,,
15/10/22,16:17,10,35,42,VL,1,258,,,,,
15/10/22,16:17,12,30,41,VL,1,255,,,,,
15/10/22,16:17,14,2,42,VL,1,257,,,,,
15/10/22,16:17,18,78,43,VL,1,271,,,,,
15/10/22,16:17,23,45,42,VL,1,268,,,,,
15/10/22,16:17,25,78,37,VL,1,256,,,,,
15/10/22,16:17,27,49,39,VL,1,256,,,,,
15/10/22,16:17,29,61,38,VL,1,269,,,,,
15/10/22,16:17,32,51,34,VL,1,244,,,,,
15/10/22,16:18,29,70,42,VL,1,194,,,,,
15/10/22,16:18,33,97,49,VL,1,256,,,,,
15/10/22,16:18,35,61,48,VL,1,269,,,,,
15/10/22,16:18,38,48,41,VL,1,295,,,,,
15/10/22,16:18,55,71,41,VL,1,256,,,,,
15/10/22,16:2,16,49,41,VL,1,270,,,,,
15/10/22,16:2,17,62,40,VL,1,258,,,,,
15/10/22,16:2,54,92,34,VL,1,242,,,,,
15/10/22,16:20,11,78,46,VL,1,244,,,,,
15/10/22,16:20,19,75,39,VL,1,255,,,,,
15/10/22,16:20,21,39,38,VL,1,270,,,,,
15/10/22,16:20,24,87,30,VL,1,256,,,,,
15/10/22,16:20,27,23,30,VL,1,281,,,,,
15/10/22,16:20,29,57,30,VL,1,230,,,,,
15/10/22,16:20,37,75,59,VL,1,245,,,,,
15/10/22,16:20,46,41,53,VL,1,258,,,,,
15/10/22,16:20,51,94,44,VL,1,256,,,,,
15/10/22,16:20,53,62,41,VL,1,193,,,,,
15/10/22,16:21,55,19,51,VL,1,257,,,,,
15/10/22,16:21,57,77,47,VL,1,257,,,,,
15/10/22,16:22,0,35,45,VL,1,256,,,,,
15/10/22,16:22,2,15,45,VL,1,243,,,,,
15/10/22,16:22,4,62,40,VL,1,256,,,,,
15/10/22,16:22,6,45,41,VL,1,284,,,,,
15/10/22,16:22,9,94,35,VL,1,243,,,,,
15/10/22,16:22,20,76,48,VL,1,244,,,,,
15/10/22,16:22,24,16,49,VL,1,297,,,,,
15/10/22,16:22,25,82,51,VL,1,270,,,,,
15/10/22,16:23,26,15,56,VL,1,258,,,,,
15/10/22,16:23,28,9,52,VL,1,232,,,,,
15/10/22,16:23,34,75,43,VL,1,310,,,,,
15/10/22,16:23,37,33,47,VL,1,231,,,,,
15/10/22,16:23,44,35,24,Moto,13,179,,,,,
15/10/22,16:23,47,20,21,VL,1,269,,,,,
15/10/22,16:23,58,2,37,VL,1,256,,,,,
15/10/22,16:24,12,90,61,VL,1,258,,,,,
15/10/22,16:25,29,93,48,VL,1,230,,,,,
15/10/22,16:25,34,16,53,PL,2,453,,,,,
15/10/22,16:25,38,52,48,VL,1,296,,,,,
15/10/22,16:25,40,80,46,VL,1,244,,,,,
15/10/22,16:25,42,60,47,VL,1,255,,,,,
15/10/22,16:25,57,17,51,VL,1,257,,,,,
15/10/22,16:26,2,87,44,VL,1,257,,,,,
15/10/22,16:27,10,6,49,VL,1,243,,,,,
15/10/22,16:27,16,16,38,VL,1,258,,,,,
15/10/22,16:27,18,16,38,VL,1,258,,,,,
15/10/22,16:27,20,72,41,VL,1,256,,,,,
15/10/22,16:27,23,25,41,VL,1,268,,,,,
15/10/22,16:27,24,31,40,VL,1,256,,,,,
15/10/22,16:27,26,79,38,VL,1,268,,,,,
15/10/22,16:27,29,2,38,VL,1,257,,,,,
15/10/22,16:27,32,66,35,VL,1,255,,,,,
15/10/22,16:27,35,2,34,VL,1,258,,,,,
15/10/22,16:27,36,65,35,VL,1,257,,,,,
15/10/22,16:27,46,63,37,VL,1,270,,,,,
15/10/22,16:27,48,27,38,VL,1,243,,,,,
15/10/22,16:27,49,41,38,VL,1,243,,,,,
15/10/22,16:28,25,34,35,Moto,13,115,,,,,
15/10/22,16:28,43,98,46,VL,1,258,,,,,
15/10/22,16:28,47,26,46,VL,1,282,,,,,
15/10/22,16:3,35,38,40,VL,1,256,,,,,
15/10/22,16:3,36,88,41,VL,1,230,,,,,
15/10/22,16:3,40,44,46,VL,1,256,,,,,
15/10/22,16:3,44,18,35,VL,1,269,,,,,
15/10/22,16:30,14,56,41,VL,1,270,,,,,
15/10/22,16:30,16,80,42,VL,1,256,,,,,
15/10/22,16:30,34,48,43,VL,1,256,,,,,
15/10/22,16:31,47,75,58,VL,1,283,,,,,
15/10/22,16:31,52,58,58,VL,1,259,,,,,
15/10/22,16:31,56,44,47,VL,1,256,,,,,
15/10/22,16:32,1,21,43,VL,1,257,,,,,
15/10/22,16:32,2,68,42,VL,1,257,,,,,
15/10/22,16:32,5,28,45,VL,1,297,,,,,
15/10/22,16:32,8,57,43,VL,1,257,,,,,
15/10/22,16:32,12,11,39,VL,1,243,,,,,
15/10/22,16:33,30,33,41,VL,1,243,,,,,
15/10/22,16:33,32,11,38,VL,1,258,,,,,
15/10/22,16:35,40,34,54,VL,1,271,,,,,
15/10/22,16:35,43,38,64,VL,1,255,,,,,
15/10/22,16:35,49,39,49,VL,1,258,,,,,
15/10/22,16:35,54,58,45,VL,1,231,,,,,
15/10/22,16:35,56,32,45,VL,1,258,,,,,
15/10/22,16:36,1,81,44,VL,1,242,,,,,
15/10/22,16:36,5,69,58,VL,1,245,,,,,
15/10/22,16:37,32,61,46,VL,1,256,,,,,
15/10/22,16:37,35,10,45,VL,1,244,,,,,
15/10/22,16:37,36,47,44,VL,1,256,,,,,
15/10/22,16:37,38,39,47,VL,1,284,,,,,
15/10/22,16:37,40,81,47,VL,1,257,,,,,
15/10/22,16:37,49,91,51,VL,1,256,,,,,
15/10/22,16:38,49,64,53,VL,1,307,,,,,
15/10/22,16:38,51,24,56,VL,1,323,,,,,
15/10/22,16:38,53,74,55,VL,1,259,,,,,
15/10/22,16:38,56,62,56,VL,1,268,,,,,
15/10/22,16:39,7,0,73,VL,1,230,,,,,
15/10/22,16:39,15,48,45,VL,1,269,,,,,
15/10/22,16:39,19,89,44,VL,1,270,,,,,
15/10/22,16:4,15,30,45,VL,1,256,,,,,
15/10/22,16:40,36,70,50,VL,1,257,,,,,
15/10/22,16:40,39,21,50,VL,1,283,,,,,
15/10/22,16:40,43,76,51,VL,1,254,,,,,
15/10/22,16:40,46,50,49,VL,1,245,,,,,
15/10/22,16:40,48,5,46,VL,1,270,,,,,
15/10/22,16:40,51,43,40,VL,1,268,,,,,
15/10/22,16:40,55,88,43,VL,1,283,,,,,
15/10/22,16:40,57,11,40,VL,1,244,,,,,
15/10/22,16:40,59,50,39,VL,1,244,,,,,
15/10/22,16:41,1,35,39,VL,1,244,,,,,
15/10/22,16:41,5,98,37,VL,1,230,,,,,
15/10/22,16:41,9,49,33,VL,1,243,,,,,
15/10/22,16:41,13,23,40,VL,1,243,,,,,
15/10/22,16:41,45,16,39,VL,1,281,,,,,
15/10/22,16:41,49,16,39,VL,1,255,,,,,
15/10/22,16:42,16,1,56,VL,2,426,,,,,
15/10/22,16:42,18,86,56,VL,1,256,,,,,
15/10/22,16:42,23,8,53,VL,1,246,,,,,
15/10/22,16:42,26,99,53,VL,1,230,,,,,
15/10/22,16:42,30,6,39,VL,1,257,,,,,
15/10/22,16:42,57,95,28,VL,1,243,,,,,
15/10/22,16:43,21,6,45,VL,1,268,,,,,
15/10/22,16:44,25,92,47,VL,1,345,,,,,
15/10/22,16:44,28,11,46,VL,1,268,,,,,
15/10/22,16:44,30,74,46,VL,1,243,,,,,
15/10/22,16:44,33,13,46,VL,1,270,,,,,
15/10/22,16:44,50,55,41,VL,1,231,,,,,
15/10/22,16:44,59,85,55,VL,1,246,,,,,
15/10/22,16:45,1,67,56,VL,1,243,,,,,
15/10/22,16:46,27,39,39,VL,1,258,,,,,
15/10/22,16:46,31,7,37,VL,1,255,,,,,
15/10/22,16:46,32,90,36,VL,1,256,,,,,
15/10/22,16:46,37,8,36,VL,1,269,,,,,
15/10/22,16:46,38,80,34,VL,1,256,,,,,
15/10/22,16:46,40,42,35,VL,1,296,,,,,
15/10/22,16:46,42,13,38,VL,1,230,,,,,
15/10/22,16:46,43,94,37,VL,1,256,,,,,
15/10/22,16:46,45,76,37,VL,1,257,,,,,
15/10/22,16:46,49,53,38,VL,1,270,,,,,
15/10/22,16:46,59,19,42,VL,1,269,,,,,
15/10/22,16:47,33,68,69,Moto,13,140,,,,,
15/10/22,16:47,43,55,55,VL,1,256,,,,,
15/10/22,16:47,46,85,45,VL,1,283,,,,,
15/10/22,16:47,51,57,36,VL,1,268,,,,,
15/10/22,16:47,55,29,32,VL,1,268,,,,,
15/10/22,16:47,56,87,28,VL,1,244,,,,,
15/10/22,16:47,58,51,32,VL,1,256,,,,,
15/10/22,16:48,1,60,29,VL,12,269,527,,,,
15/10/22,16:48,2,32,32,VL,1,256,,,,,
15/10/22,16:48,3,59,42,VL,1,191,,,,,
15/10/22,16:48,5,13,30,VL,1,269,,,,,
15/10/22,16:49,54,51,54,VL,1,257,,,,,
15/10/22,16:49,58,44,56,Moto,13,180,,,,,
15/10/22,16:49,59,84,56,VL,1,257,,,,,
15/10/22,16:5,7,64,57,VL,1,259,,,,,
15/10/22,16:5,9,6,56,VL,1,256,,,,,
15/10/22,16:5,14,41,53,VL,1,282,,,,,
15/10/22,16:5,17,87,49,VL,1,282,,,,,
15/10/22,16:5,21,60,48,VL,1,256,,,,,
15/10/22,16:5,24,82,45,VL,1,256,,,,,
15/10/22,16:50,1,7,54,VL,1,255,,,,,
15/10/22,16:50,2,9,52,VL,1,257,,,,,
15/10/22,16:50,4,6,49,VL,1,272,,,,,
15/10/22,16:50,6,92,46,VL,1,269,,,,,
15/10/22,16:50,9,13,49,VL,1,258,,,,,
15/10/22,16:50,11,20,46,VL,1,245,,,,,
15/10/22,16:50,16,1,45,VL,1,230,,,,,
15/10/22,16:50,17,41,44,VL,1,257,,,,,
15/10/22,16:50,19,66,47,VL,1,243,,,,,
15/10/22,16:50,35,89,47,VL,1,230,,,,,
15/10/22,16:50,42,46,40,VL,1,257,,,,,
15/10/22,16:50,44,55,41,VL,1,283,,,,,
15/10/22,16:51,18,31,49,VL,1,282,,,,,
15/10/22,16:51,20,63,53,VL,1,256,,,,,
15/10/22,16:51,23,90,46,VL,1,255,,,,,
15/10/22,16:51,24,61,47,VL,1,272,,,,,
15/10/22,16:51,32,11,43,VL,1,231,,,,,
15/10/22,16:51,34,59,43,VL,1,281,,,,,
15/10/22,16:51,35,77,39,VL,1,258,,,,,
15/10/22,16:51,37,50,40,VL,1,320,,,,,
15/10/22,16:52,0,91,56,VL,1,246,,,,,
15/10/22,16:53,24,42,61,VL,1,283,,,,,
15/10/22,16:53,29,69,49,VL,1,256,,,,,
15/10/22,16:53,32,40,45,VL,1,243,,,,,
15/10/22,16:53,33,53,45,VL,1,243,,,,,
15/10/22,16:53,49,89,41,VL,1,258,,,,,
15/10/22,16:54,54,76,78,Moto,13,152,,,,,
15/10/22,16:55,1,96,49,VL,1,231,,,,,
15/10/22,16:55,3,16,47,VL,1,257,,,,,
15/10/22,16:55,6,24,46,VL,1,271,,,,,
15/10/22,16:55,9,16,45,VL,1,282,,,,,
15/10/22,16:55,14,2,43,VL,1,268,,,,,
15/10/22,16:55,16,16,43,VL,1,245,,,,,
15/10/22,16:55,18,70,45,VL,1,257,,,,,
15/10/22,16:55,21,32,38,VL,1,283,,,,,
15/10/22,16:55,22,83,38,VL,1,268,,,,,
15/10/22,16:55,35,44,56,VL,1,246,,,,,
15/10/22,16:56,53,41,40,VL,1,242,,,,,
15/10/22,16:56,57,20,43,VL,1,259,,,,,
15/10/22,16:56,59,84,41,VL,1,269,,,,,
15/10/22,16:57,55,45,47,VL,1,257,,,,,
15/10/22,16:58,0,74,43,VL,1,230,,,,,
15/10/22,16:58,4,30,39,VL,1,230,,,,,
15/10/22,16:58,5,89,39,VL,1,231,,,,,
15/10/22,16:58,7,38,38,VL,1,244,,,,,
15/10/22,16:58,11,78,42,VL,1,269,,,,,
15/10/22,16:58,13,30,39,VL,1,257,,,,,
15/10/22,16:59,25,17,60,VL,1,259,,,,,
15/10/22,16:59,29,12,59,VL,1,242,,,,,
15/10/22,16:59,31,86,48,VL,1,232,,,,,
15/10/22,16:59,36,21,45,VL,1,230,,,,,
15/10/22,16:59,37,99,45,VL,1,268,,,,,
15/10/22,16:59,41,10,42,VL,1,269,,,,,
15/10/22,16:7,10,99,66,VL,1,257,,,,,
15/10/22,16:7,18,74,48,VL,1,231,,,,,
15/10/22,16:7,21,13,47,VL,1,272,,,,,
15/10/22,16:7,24,59,49,VL,1,270,,,,,
15/10/22,16:7,26,0,46,Moto,13,166,,,,,
15/10/22,16:7,27,38,47,VL,1,256,,,,,
15/10/22,16:7,30,8,45,VL,1,257,,,,,
15/10/22,16:7,33,86,42,VL,1,269,,,,,
15/10/22,16:7,36,91,40,VL,1,255,,,,,
15/10/22,16:7,44,29,35,VL,1,257,,,,,
15/10/22,16:8,39,72,46,VL,1,258,,,,,
15/10/22,16:9,48,12,49,VL,1,257,,,,,
15/10/22,17:1,41,11,45,VL,1,242,,,,,
15/10/22,17:1,41,99,46,VL,1,257,,,,,
15/10/22,17:1,43,22,47,VL,1,346,,,,,
15/10/22,17:1,48,19,39,VL,1,270,,,,,
15/10/22,17:1,50,65,35,VL,1,268,,,,,
15/10/22,17:11,11,23,48,VL,1,256,,,,,
15/10/22,17:11,12,22,46,VL,1,255,,,,,
15/10/22,17:11,14,24,48,VL,1,270,,,,,
15/10/22,17:11,16,69,44,VL,1,258,,,,,
15/10/22,17:11,20,26,46,VL,1,244,,,,,
15/10/22,17:11,21,89,42,VL,1,244,,,,,
15/10/22,17:11,46,94,48,VL,1,257,,,,,
15/10/22,17:11,48,56,46,VL,1,245,,,,,
15/10/22,17:12,50,86,56,VL,1,243,,,,,
15/10/22,17:12,56,25,47,VL,1,258,,,,,
15/10/22,17:12,59,90,51,VL,1,244,,,,,
15/10/22,17:13,2,68,46,VL,1,244,,,,,
15/10/22,17:13,5,31,49,VL,1,258,,,,,
15/10/22,17:13,9,1,41,VL,1,268,,,,,
