Jour,Heure,Seconde,Centième,Vitesse,Type,Véhicule,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
11/10/22,7:47,47,97,17,VL,1,256,,,,,
11/10/22,7:47,52,3,9,VL,1,191,,,,,
11/10/22,7:48,13,34,33,VL,1,192,,,,,
11/10/22,7:48,16,45,10,VL,1,243,,,,,
11/10/22,7:48,20,41,9,VL,1,230,,,,,
11/10/22,7:48,23,62,11,VL,1,205,,,,,
11/10/22,7:48,27,84,10,VL,1,269,,,,,
11/10/22,7:49,0,10,10,VL,1,243,,,,,
11/10/22,7:49,3,62,12,VL,1,230,,,,,
11/10/22,7:49,4,50,11,VL,1,217,,,,,
11/10/22,7:49,18,67,43,Moto,13,154,,,,,
11/10/22,7:49,25,37,17,VL,1,268,,,,,
11/10/22,7:49,30,65,11,VL,1,282,,,,,
11/10/22,7:49,35,39,8,VL,1,243,,,,,
11/10/22,7:49,40,31,7,VL,1,256,,,,,
11/10/22,7:5,52,93,40,VL,1,256,,,,,
11/10/22,7:5,54,74,39,VL,1,269,,,,,
11/10/22,7:5,56,86,35,VL,2,385,,,,,
11/10/22,7:5,59,14,36,VL,1,256,,,,,
11/10/22,7:50,1,19,36,Moto,13,154,,,,,
11/10/22,7:50,19,51,31,VL,1,192,,,,,
11/10/22,7:50,23,29,12,VL,1,231,,,,,
11/10/22,7:50,28,6,11,VL,1,269,,,,,
11/10/22,7:50,30,98,13,VL,1,282,,,,,
11/10/22,7:50,32,90,31,VL,1,192,,,,,
11/10/22,7:51,17,6,11,VL,1,269,,,,,
11/10/22,7:51,19,0,15,VL,1,217,,,,,
11/10/22,7:51,21,92,17,VL,1,217,,,,,
11/10/22,7:51,24,65,17,VL,1,230,,,,,
11/10/22,7:51,28,65,53,PL,14,128,2789,,,,
11/10/22,7:51,28,34,15,VL,1,256,,,,,
11/10/22,7:51,31,78,14,VL,1,242,,,,,
11/10/22,7:51,34,87,18,VL,1,243,,,,,
11/10/22,7:51,37,63,53,Moto,13,139,,,,,
11/10/22,7:51,40,57,24,VL,1,269,,,,,
11/10/22,7:51,42,84,23,VL,1,269,,,,,
11/10/22,7:52,7,84,24,Moto,13,141,,,,,
11/10/22,7:52,18,1,24,Moto,13,128,,,,,
11/10/22,7:52,26,6,11,VL,1,205,,,,,
11/10/22,7:52,28,67,18,VL,12,268,243,,,,
11/10/22,7:52,30,59,30,VL,1,193,,,,,
11/10/22,7:52,33,65,17,VL,1,231,,,,,
11/10/22,7:52,38,65,30,VL,1,193,,,,,
11/10/22,7:53,24,37,8,VL,1,281,,,,,
11/10/22,7:53,50,11,7,VL,1,269,,,,,
11/10/22,7:53,53,30,9,VL,1,204,,,,,
11/10/22,7:53,59,50,10,VL,1,281,,,,,
11/10/22,7:54,3,81,11,VL,1,243,,,,,
11/10/22,7:54,6,30,15,VL,1,256,,,,,
11/10/22,7:54,10,48,13,VL,1,255,,,,,
11/10/22,7:54,14,69,14,VL,1,243,,,,,
11/10/22,7:54,46,18,6,VL,1,192,,,,,
11/10/22,7:54,53,5,15,VL,1,333,,,,,
11/10/22,7:54,57,26,18,VL,1,243,,,,,
11/10/22,7:55,2,22,15,VL,1,230,,,,,
11/10/22,7:55,4,30,15,VL,1,217,,,,,
11/10/22,7:55,7,6,13,VL,1,256,,,,,
11/10/22,7:55,9,43,14,VL,1,269,,,,,
11/10/22,7:55,14,99,14,VL,12,256,282,,,,
11/10/22,7:55,20,71,14,VL,1,294,,,,,
11/10/22,7:55,25,40,11,VL,1,269,,,,,
11/10/22,7:55,58,31,10,VL,1,217,,,,,
11/10/22,7:56,1,40,27,VL,1,192,,,,,
11/10/22,7:56,4,45,17,VL,1,256,,,,,
11/10/22,7:56,6,57,22,VL,1,283,,,,,
11/10/22,7:56,8,78,23,VL,1,268,,,,,
11/10/22,7:56,11,56,19,VL,1,269,,,,,
11/10/22,7:56,15,95,18,VL,1,268,,,,,
11/10/22,7:56,19,28,16,VL,1,256,,,,,
11/10/22,7:56,23,37,16,VL,1,256,,,,,
11/10/22,7:56,26,8,14,VL,1,243,,,,,
11/10/22,7:57,30,44,34,VL,1,244,,,,,
11/10/22,7:57,32,73,34,VL,1,335,,,,,
11/10/22,7:57,35,91,36,Moto,13,115,,,,,
11/10/22,7:57,37,67,37,VL,1,257,,,,,
11/10/22,7:57,42,0,33,VL,1,270,,,,,
11/10/22,7:57,43,64,33,VL,1,322,,,,,
11/10/22,7:57,45,41,31,VL,1,282,,,,,
11/10/22,7:57,48,4,25,VL,1,242,,,,,
11/10/22,7:57,50,68,23,VL,1,281,,,,,
11/10/22,7:57,52,72,17,VL,1,256,,,,,
11/10/22,7:57,58,79,27,VL,1,192,,,,,
11/10/22,7:58,25,63,27,VL,1,192,,,,,
11/10/22,7:58,32,29,14,VL,1,243,,,,,
11/10/22,7:59,2,13,30,VL,1,257,,,,,
11/10/22,7:59,3,88,28,VL,2,372,,,,,
11/10/22,7:59,6,20,26,VL,1,255,,,,,
11/10/22,7:59,8,78,29,VL,1,256,,,,,
11/10/22,7:59,12,22,28,VL,1,322,,,,,
11/10/22,7:59,15,26,31,VL,1,270,,,,,
11/10/22,7:59,54,83,40,VL,1,256,,,,,
11/10/22,7:59,57,39,36,VL,1,269,,,,,
11/10/22,7:6,0,82,34,VL,1,256,,,,,
11/10/22,7:6,3,75,32,VL,1,257,,,,,
11/10/22,7:6,5,74,31,VL,1,243,,,,,
11/10/22,7:6,7,99,35,VL,1,257,,,,,
11/10/22,7:6,9,90,36,VL,1,270,,,,,
11/10/22,7:6,11,56,36,VL,1,258,,,,,
11/10/22,7:6,13,62,33,VL,1,244,,,,,
11/10/22,7:6,36,73,47,VL,1,231,,,,,
11/10/22,7:7,38,22,56,PL,2,551,,,,,
11/10/22,7:7,43,51,55,VL,1,232,,,,,
11/10/22,7:7,51,35,45,VL,1,243,,,,,
11/10/22,7:7,52,43,44,VL,1,255,,,,,
11/10/22,7:7,55,4,46,VL,1,257,,,,,
11/10/22,7:7,56,76,42,VL,1,270,,,,,
11/10/22,7:7,58,18,45,VL,1,269,,,,,
11/10/22,7:8,2,43,39,VL,1,257,,,,,
11/10/22,7:8,4,54,39,VL,1,269,,,,,
11/10/22,7:8,7,70,37,VL,1,268,,,,,
11/10/22,7:8,10,19,41,VL,1,256,,,,,
11/10/22,7:8,14,25,30,VL,1,231,,,,,
11/10/22,7:9,20,30,55,VL,1,269,,,,,
11/10/22,7:9,25,23,56,VL,1,271,,,,,
11/10/22,7:9,28,14,54,Moto,13,126,,,,,
11/10/22,7:9,31,86,48,VL,1,257,,,,,
11/10/22,7:9,33,83,47,VL,1,229,,,,,
11/10/22,7:9,36,61,45,VL,1,271,,,,,
11/10/22,8:0,2,63,37,VL,1,245,,,,,
11/10/22,8:0,6,13,38,VL,1,257,,,,,
11/10/22,8:0,8,57,37,VL,1,243,,,,,
11/10/22,8:0,52,46,56,Moto,13,128,,,,,
11/10/22,8:1,0,86,45,VL,1,256,,,,,
11/10/22,8:1,2,30,41,VL,1,348,,,,,
11/10/22,8:1,4,36,41,Moto,13,154,,,,,
11/10/22,8:1,6,63,39,VL,1,242,,,,,
11/10/22,8:1,8,52,40,VL,1,242,,,,,
11/10/22,8:1,11,48,40,VL,1,244,,,,,
11/10/22,8:1,15,6,37,VL,2,398,,,,,
11/10/22,8:1,16,95,35,VL,1,255,,,,,
11/10/22,8:1,20,14,36,VL,1,268,,,,,
11/10/22,8:1,21,45,66,Moto,13,142,,,,,
11/10/22,8:1,23,15,32,VL,1,281,,,,,
11/10/22,8:1,25,34,31,VL,1,256,,,,,
11/10/22,8:1,27,33,32,VL,1,244,,,,,
11/10/22,8:1,28,86,33,VL,1,231,,,,,
11/10/22,8:1,35,14,31,PL,7,294,783,256,,,
11/10/22,8:10,49,9,53,VL,1,269,,,,,
11/10/22,8:10,52,17,52,VL,1,257,,,,,
11/10/22,8:10,59,16,59,VL,1,255,,,,,
11/10/22,8:11,31,34,34,PL,7,412,128,128,,,
11/10/22,8:12,2,7,44,VL,1,269,,,,,
11/10/22,8:12,37,55,46,VL,1,255,,,,,
11/10/22,8:12,42,10,34,VL,1,268,,,,,
11/10/22,8:12,45,66,29,VL,1,295,,,,,
11/10/22,8:12,50,22,28,VL,1,243,,,,,
11/10/22,8:12,54,20,29,VL,1,243,,,,,
11/10/22,8:12,56,43,31,VL,1,231,,,,,
11/10/22,8:13,11,93,49,VL,1,268,,,,,
11/10/22,8:13,22,46,45,VL,1,310,,,,,
11/10/22,8:13,24,61,46,VL,1,257,,,,,
11/10/22,8:14,5,21,33,Moto,13,141,,,,,
11/10/22,8:14,7,72,41,VL,1,256,,,,,
11/10/22,8:14,10,71,44,VL,1,256,,,,,
11/10/22,8:14,18,7,40,VL,1,256,,,,,
11/10/22,8:14,20,6,36,VL,1,257,,,,,
11/10/22,8:14,31,93,49,VL,1,257,,,,,
11/10/22,8:14,40,77,41,VL,1,244,,,,,
11/10/22,8:14,43,23,39,VL,1,281,,,,,
11/10/22,8:15,5,32,53,VL,1,270,,,,,
11/10/22,8:15,39,11,46,VL,1,256,,,,,
11/10/22,8:15,49,11,31,VL,12,257,412,141,,,
11/10/22,8:15,53,27,32,VL,1,268,,,,,
11/10/22,8:15,54,84,31,VL,1,257,,,,,
11/10/22,8:16,5,52,49,VL,1,256,,,,,
11/10/22,8:16,38,53,29,VL,1,281,,,,,
11/10/22,8:16,39,78,31,VL,1,244,,,,,
11/10/22,8:16,41,8,30,VL,1,244,,,,,
11/10/22,8:16,43,17,28,VL,1,255,,,,,
11/10/22,8:16,46,1,29,VL,1,308,,,,,
11/10/22,8:16,48,66,33,VL,1,256,,,,,
11/10/22,8:17,2,74,42,VL,1,282,,,,,
11/10/22,8:17,18,67,36,VL,1,269,,,,,
11/10/22,8:17,21,96,34,VL,1,257,,,,,
11/10/22,8:17,24,11,32,VL,1,256,,,,,
11/10/22,8:17,36,21,41,Moto,13,141,,,,,
11/10/22,8:18,4,74,41,VL,1,256,,,,,
11/10/22,8:18,16,84,38,VL,1,257,,,,,
11/10/22,8:18,21,72,43,VL,1,230,,,,,
11/10/22,8:18,31,20,47,VL,1,255,,,,,
11/10/22,8:18,35,66,42,VL,1,255,,,,,
11/10/22,8:18,37,94,41,VL,1,244,,,,,
11/10/22,8:19,4,29,48,VL,1,310,,,,,
11/10/22,8:19,6,25,45,VL,1,268,,,,,
11/10/22,8:19,19,97,40,VL,1,232,,,,,
11/10/22,8:19,47,90,47,VL,1,272,,,,,
11/10/22,8:19,57,5,33,VL,1,321,,,,,
11/10/22,8:19,58,70,31,VL,1,231,,,,,
11/10/22,8:2,38,35,67,VL,1,284,,,,,
11/10/22,8:2,43,64,50,VL,1,268,,,,,
11/10/22,8:2,47,66,49,VL,1,245,,,,,
11/10/22,8:2,50,33,50,VL,1,256,,,,,
11/10/22,8:2,53,51,46,VL,1,244,,,,,
11/10/22,8:2,55,89,42,VL,1,284,,,,,
11/10/22,8:2,59,39,38,VL,1,258,,,,,
11/10/22,8:20,0,55,34,VL,1,256,,,,,
11/10/22,8:20,6,7,35,VL,1,255,,,,,
11/10/22,8:20,10,45,35,VL,1,269,,,,,
11/10/22,8:20,12,13,34,VL,1,230,,,,,
11/10/22,8:20,42,77,30,PL,2,589,,,,,
11/10/22,8:20,45,77,29,VL,1,256,,,,,
11/10/22,8:20,52,2,33,VL,1,243,,,,,
11/10/22,8:21,14,36,38,VL,1,322,,,,,
11/10/22,8:21,32,78,39,VL,1,268,,,,,
11/10/22,8:21,40,36,40,VL,1,243,,,,,
11/10/22,8:21,55,30,49,VL,1,256,,,,,
11/10/22,8:22,1,41,46,VL,1,245,,,,,
11/10/22,8:22,10,57,37,VL,1,256,,,,,
11/10/22,8:22,13,63,38,VL,1,255,,,,,
11/10/22,8:22,48,69,38,VL,1,257,,,,,
11/10/22,8:22,53,59,31,VL,1,231,,,,,
11/10/22,8:23,14,57,47,VL,1,257,,,,,
11/10/22,8:23,19,0,38,VL,1,244,,,,,
11/10/22,8:23,21,82,40,VL,1,232,,,,,
11/10/22,8:23,24,27,39,Moto,13,127,,,,,
11/10/22,8:23,30,93,37,VL,1,256,,,,,
11/10/22,8:23,34,78,46,VL,1,256,,,,,
11/10/22,8:23,38,81,45,VL,1,256,,,,,
11/10/22,8:23,42,87,48,VL,1,256,,,,,
11/10/22,8:24,22,14,50,VL,1,255,,,,,
11/10/22,8:24,35,46,36,VL,1,256,,,,,
11/10/22,8:24,36,70,38,Moto,13,141,,,,,
11/10/22,8:24,37,88,38,VL,1,230,,,,,
11/10/22,8:24,41,16,38,VL,1,258,,,,,
11/10/22,8:25,20,29,52,VL,1,272,,,,,
11/10/22,8:25,27,31,44,VL,1,258,,,,,
11/10/22,8:25,32,35,43,VL,1,255,,,,,
11/10/22,8:25,53,72,49,VL,1,243,,,,,
11/10/22,8:26,15,14,50,VL,1,256,,,,,
11/10/22,8:26,18,70,46,VL,1,256,,,,,
11/10/22,8:26,36,41,49,VL,1,284,,,,,
11/10/22,8:26,49,53,47,VL,1,256,,,,,
11/10/22,8:27,5,56,44,VL,1,270,,,,,
11/10/22,8:27,7,51,44,VL,1,243,,,,,
11/10/22,8:27,29,18,42,VL,1,231,,,,,
11/10/22,8:27,33,18,49,VL,1,243,,,,,
11/10/22,8:27,38,45,46,VL,1,244,,,,,
11/10/22,8:27,40,4,47,VL,1,256,,,,,
11/10/22,8:27,43,64,45,VL,1,256,,,,,
11/10/22,8:27,53,28,37,VL,1,256,,,,,
11/10/22,8:28,13,9,45,VL,1,243,,,,,
11/10/22,8:28,15,21,46,VL,1,244,,,,,
11/10/22,8:28,33,45,22,VL,1,231,,,,,
11/10/22,8:28,33,48,21,PL,2,512,,,,,
11/10/22,8:28,37,8,29,VL,12,244,437,,,,
11/10/22,8:28,39,2,39,VL,1,192,,,,,
11/10/22,8:28,41,87,23,VL,1,334,,,,,
11/10/22,8:28,48,37,23,VL,1,256,,,,,
11/10/22,8:28,55,40,33,VL,1,282,,,,,
11/10/22,8:29,9,44,36,VL,1,229,,,,,
11/10/22,8:29,28,49,45,VL,1,258,,,,,
11/10/22,8:29,40,90,40,VL,1,270,,,,,
11/10/22,8:3,1,96,35,VL,1,255,,,,,
11/10/22,8:3,4,71,35,VL,1,255,,,,,
11/10/22,8:3,8,8,35,PL,7,332,345,63,,,
11/10/22,8:3,10,18,37,VL,1,269,,,,,
11/10/22,8:3,14,12,32,VL,1,269,,,,,
11/10/22,8:3,40,69,42,VL,1,270,,,,,
11/10/22,8:3,43,90,41,VL,1,243,,,,,
11/10/22,8:30,7,50,48,VL,1,257,,,,,
11/10/22,8:30,8,99,46,VL,1,258,,,,,
11/10/22,8:30,19,48,45,VL,1,256,,,,,
11/10/22,8:30,25,79,47,VL,1,232,,,,,
11/10/22,8:30,32,61,32,VL,1,257,,,,,
11/10/22,8:30,34,29,29,VL,1,255,,,,,
11/10/22,8:30,36,15,27,VL,1,281,,,,,
11/10/22,8:30,39,83,30,VL,1,231,,,,,
11/10/22,8:30,39,35,28,PL,14,992,257,,,,
11/10/22,8:30,42,48,37,VL,1,243,,,,,
11/10/22,8:30,46,69,39,VL,1,258,,,,,
11/10/22,8:30,51,45,40,VL,1,256,,,,,
11/10/22,8:30,59,88,36,VL,1,256,,,,,
11/10/22,8:31,10,13,42,Moto,13,153,,,,,
11/10/22,8:31,16,2,52,VL,1,271,,,,,
11/10/22,8:31,30,21,39,VL,1,243,,,,,
11/10/22,8:31,32,43,35,Moto,13,128,,,,,
11/10/22,8:31,34,34,36,VL,1,230,,,,,
11/10/22,8:31,42,29,43,VL,1,242,,,,,
11/10/22,8:31,45,42,48,VL,1,256,,,,,
11/10/22,8:31,57,71,46,VL,1,243,,,,,
11/10/22,8:32,13,40,51,VL,1,245,,,,,
11/10/22,8:32,19,27,43,VL,1,259,,,,,
11/10/22,8:32,26,36,36,VL,1,269,,,,,
11/10/22,8:32,29,35,36,VL,1,269,,,,,
11/10/22,8:32,33,19,37,VL,1,269,,,,,
11/10/22,8:32,35,6,38,VL,1,244,,,,,
11/10/22,8:32,58,68,57,VL,2,358,,,,,
11/10/22,8:33,15,31,37,VL,1,244,,,,,
11/10/22,8:33,17,80,42,VL,1,256,,,,,
11/10/22,8:33,23,34,46,VL,1,243,,,,,
11/10/22,8:33,32,59,47,VL,1,294,,,,,
11/10/22,8:33,34,80,44,VL,1,243,,,,,
11/10/22,8:33,44,50,39,VL,1,282,,,,,
11/10/22,8:33,46,69,33,VL,1,255,,,,,
11/10/22,8:33,49,7,31,VL,1,257,,,,,
11/10/22,8:33,53,79,32,VL,1,255,,,,,
11/10/22,8:34,30,19,52,VL,1,295,,,,,
11/10/22,8:34,31,96,53,VL,1,258,,,,,
11/10/22,8:34,33,32,55,VL,1,255,,,,,
11/10/22,8:34,37,44,51,VL,1,245,,,,,
11/10/22,8:34,46,28,61,VL,1,258,,,,,
11/10/22,8:34,51,55,55,VL,1,246,,,,,
11/10/22,8:35,0,41,50,VL,1,243,,,,,
11/10/22,8:35,10,28,46,VL,1,257,,,,,
11/10/22,8:35,13,59,43,VL,1,320,,,,,
11/10/22,8:35,21,47,42,VL,1,245,,,,,
11/10/22,8:35,26,46,42,VL,1,257,,,,,
11/10/22,8:35,31,22,36,Moto,13,114,,,,,
11/10/22,8:35,32,85,36,VL,1,269,,,,,
11/10/22,8:35,37,21,34,VL,1,268,,,,,
11/10/22,8:35,39,77,36,VL,1,193,,,,,
11/10/22,8:35,45,27,34,VL,1,257,,,,,
11/10/22,8:35,48,75,33,VL,1,269,,,,,
11/10/22,8:35,51,5,30,VL,1,256,,,,,
11/10/22,8:35,53,99,28,VL,1,269,,,,,
11/10/22,8:36,22,22,44,VL,2,398,,,,,
11/10/22,8:36,27,27,41,VL,1,256,,,,,
11/10/22,8:36,40,77,51,VL,1,242,,,,,
11/10/22,8:37,17,75,47,VL,1,244,,,,,
11/10/22,8:37,20,81,37,Moto,13,115,,,,,
11/10/22,8:37,22,33,38,VL,1,270,,,,,
11/10/22,8:37,25,28,38,VL,1,256,,,,,
11/10/22,8:37,29,70,35,VL,1,255,,,,,
11/10/22,8:37,33,22,31,VL,1,243,,,,,
11/10/22,8:37,38,67,35,VL,1,255,,,,,
11/10/22,8:37,53,59,52,VL,1,271,,,,,
11/10/22,8:38,1,67,40,VL,1,268,,,,,
11/10/22,8:38,8,69,38,VL,2,400,,,,,
11/10/22,8:38,11,68,38,Moto,13,114,,,,,
11/10/22,8:38,14,26,38,VL,1,269,,,,,
11/10/22,8:38,16,63,36,VL,1,257,,,,,
11/10/22,8:38,19,42,33,VL,1,256,,,,,
11/10/22,8:38,21,25,34,VL,1,244,,,,,
11/10/22,8:38,23,73,31,VL,1,257,,,,,
11/10/22,8:38,43,45,41,VL,1,256,,,,,
11/10/22,8:38,45,29,42,VL,1,258,,,,,
11/10/22,8:38,47,72,40,VL,1,268,,,,,
11/10/22,8:38,56,60,35,VL,1,270,,,,,
11/10/22,8:38,59,1,37,VL,1,245,,,,,
11/10/22,8:39,49,55,41,VL,1,258,,,,,
11/10/22,8:39,51,42,43,VL,1,271,,,,,
11/10/22,8:39,53,25,44,VL,1,255,,,,,
11/10/22,8:39,57,24,42,VL,1,282,,,,,
11/10/22,8:39,58,89,42,VL,1,257,,,,,
11/10/22,8:4,25,57,42,VL,1,269,,,,,
11/10/22,8:4,29,45,36,VL,1,244,,,,,
11/10/22,8:4,32,37,31,VL,1,257,,,,,
11/10/22,8:4,34,24,33,VL,1,255,,,,,
11/10/22,8:4,35,96,34,VL,1,244,,,,,
11/10/22,8:4,40,26,34,VL,1,257,,,,,
11/10/22,8:4,42,83,41,VL,1,230,,,,,
11/10/22,8:40,3,23,32,VL,1,257,,,,,
11/10/22,8:40,19,65,64,VL,1,269,,,,,
11/10/22,8:40,36,32,28,VL,1,257,,,,,
11/10/22,8:40,38,21,32,VL,1,282,,,,,
11/10/22,8:40,40,7,32,Moto,13,128,,,,,
11/10/22,8:40,44,7,37,VL,1,257,,,,,
11/10/22,8:40,45,36,35,VL,1,243,,,,,
11/10/22,8:40,47,2,33,VL,1,257,,,,,
11/10/22,8:40,48,63,36,VL,1,283,,,,,
11/10/22,8:41,8,34,69,Moto,13,140,,,,,
11/10/22,8:41,13,24,48,VL,1,258,,,,,
11/10/22,8:41,40,67,49,VL,1,257,,,,,
11/10/22,8:41,44,0,47,VL,1,231,,,,,
11/10/22,8:41,49,39,46,VL,1,243,,,,,
11/10/22,8:41,52,17,42,VL,1,230,,,,,
11/10/22,8:42,16,32,44,VL,1,345,,,,,
11/10/22,8:42,29,37,41,VL,1,295,,,,,
11/10/22,8:42,32,83,43,VL,1,307,,,,,
11/10/22,8:42,34,95,45,VL,1,256,,,,,
11/10/22,8:42,42,95,48,VL,1,309,,,,,
11/10/22,8:42,45,79,44,VL,1,257,,,,,
11/10/22,8:43,20,2,40,VL,1,256,,,,,
11/10/22,8:43,34,28,43,VL,1,345,,,,,
11/10/22,8:43,35,64,44,VL,1,256,,,,,
11/10/22,8:43,40,92,45,VL,1,243,,,,,
11/10/22,8:43,43,65,41,VL,1,256,,,,,
11/10/22,8:43,45,89,39,VL,1,231,,,,,
11/10/22,8:43,49,32,38,VL,1,348,,,,,
11/10/22,8:43,53,39,48,VL,1,308,,,,,
11/10/22,8:44,22,34,41,VL,1,268,,,,,
11/10/22,8:44,31,72,46,VL,1,243,,,,,
11/10/22,8:44,36,16,47,VL,1,246,,,,,
11/10/22,8:44,39,41,43,VL,1,242,,,,,
11/10/22,8:44,40,41,43,VL,1,270,,,,,
11/10/22,8:44,45,20,41,VL,1,268,,,,,
11/10/22,8:45,41,43,49,VL,1,257,,,,,
11/10/22,8:45,59,86,46,VL,1,244,,,,,
11/10/22,8:46,2,43,51,VL,1,319,,,,,
11/10/22,8:46,15,42,18,VL,2,371,,,,,
11/10/22,8:46,18,65,12,VL,1,256,,,,,
11/10/22,8:46,26,1,43,VL,1,244,,,,,
11/10/22,8:47,15,9,31,VL,1,257,,,,,
11/10/22,8:47,36,6,36,VL,1,257,,,,,
11/10/22,8:47,41,96,41,VL,1,268,,,,,
11/10/22,8:47,50,89,35,VL,1,268,,,,,
11/10/22,8:47,53,51,35,VL,1,257,,,,,
11/10/22,8:47,55,67,32,VL,1,256,,,,,
11/10/22,8:48,14,11,35,VL,1,255,,,,,
11/10/22,8:48,15,85,35,VL,1,255,,,,,
11/10/22,8:48,38,96,36,VL,1,270,,,,,
11/10/22,8:48,41,69,39,VL,1,243,,,,,
11/10/22,8:48,44,95,36,VL,1,270,,,,,
11/10/22,8:48,50,15,44,VL,1,319,,,,,
11/10/22,8:48,52,49,48,VL,1,244,,,,,
11/10/22,8:49,0,59,37,VL,1,281,,,,,
11/10/22,8:49,5,62,36,VL,1,271,,,,,
11/10/22,8:49,10,41,37,VL,1,256,,,,,
11/10/22,8:49,13,15,40,VL,1,306,,,,,
11/10/22,8:49,16,31,41,VL,1,321,,,,,
11/10/22,8:49,18,62,43,VL,1,271,,,,,
11/10/22,8:49,47,49,44,Moto,13,141,,,,,
11/10/22,8:49,52,69,33,VL,1,256,,,,,
11/10/22,8:49,54,44,34,VL,1,256,,,,,
11/10/22,8:49,58,62,38,VL,1,258,,,,,
11/10/22,8:50,7,85,34,VL,1,257,,,,,
11/10/22,8:50,11,56,33,VL,1,270,,,,,
11/10/22,8:50,22,83,46,VL,1,258,,,,,
11/10/22,8:50,35,98,43,VL,1,255,,,,,
11/10/22,8:50,43,65,37,VL,2,422,,,,,
11/10/22,8:50,46,10,32,VL,1,257,,,,,
11/10/22,8:51,6,94,51,VL,1,244,,,,,
11/10/22,8:51,28,14,29,VL,1,257,,,,,
11/10/22,8:51,30,95,28,VL,1,243,,,,,
11/10/22,8:51,48,4,84,Moto,13,142,,,,,
11/10/22,8:51,58,8,47,VL,1,243,,,,,
11/10/22,8:52,4,8,38,VL,1,284,,,,,
11/10/22,8:52,5,54,38,VL,1,258,,,,,
11/10/22,8:52,8,97,39,VL,1,255,,,,,
11/10/22,8:52,12,61,36,VL,1,258,,,,,
11/10/22,8:52,14,77,39,VL,1,257,,,,,
11/10/22,8:52,20,62,42,VL,1,282,,,,,
11/10/22,8:52,22,42,41,VL,1,258,,,,,
11/10/22,8:52,40,76,58,VL,1,256,,,,,
11/10/22,8:52,44,10,52,VL,2,371,,,,,
11/10/22,8:52,48,62,56,VL,1,323,,,,,
11/10/22,8:52,59,36,39,VL,1,281,,,,,
11/10/22,8:53,15,25,44,VL,1,243,,,,,
11/10/22,8:53,35,86,48,VL,1,256,,,,,
11/10/22,8:53,38,83,47,VL,1,284,,,,,
11/10/22,8:53,54,68,49,VL,1,258,,,,,
11/10/22,8:53,58,60,36,VL,1,255,,,,,
11/10/22,8:54,9,21,39,Moto,13,179,,,,,
11/10/22,8:54,17,42,67,VL,1,260,,,,,
11/10/22,8:54,24,96,44,VL,1,256,,,,,
11/10/22,8:54,26,99,44,VL,1,231,,,,,
11/10/22,8:54,47,31,52,VL,1,244,,,,,
11/10/22,8:54,57,43,51,VL,1,255,,,,,
11/10/22,8:55,6,2,41,VL,1,243,,,,,
11/10/22,8:55,7,62,42,VL,1,268,,,,,
11/10/22,8:55,20,18,49,VL,1,258,,,,,
11/10/22,8:55,27,8,45,VL,1,257,,,,,
11/10/22,8:55,30,27,39,VL,1,282,,,,,
11/10/22,8:55,34,44,41,VL,1,284,,,,,
11/10/22,8:55,58,59,44,VL,1,269,,,,,
11/10/22,8:55,59,59,44,Moto,13,140,,,,,
11/10/22,8:56,1,32,36,VL,1,256,,,,,
11/10/22,8:56,4,9,35,VL,2,373,,,,,
11/10/22,8:56,25,76,57,VL,1,258,,,,,
11/10/22,8:56,28,46,48,VL,1,281,,,,,
11/10/22,8:56,43,83,41,VL,1,258,,,,,
11/10/22,8:56,47,72,44,VL,1,269,,,,,
11/10/22,8:57,6,36,49,VL,1,282,,,,,
11/10/22,8:57,6,26,50,VL,1,308,,,,,
11/10/22,8:57,9,92,47,VL,1,271,,,,,
11/10/22,8:57,27,8,37,VL,1,257,,,,,
11/10/22,8:57,30,9,34,VL,1,257,,,,,
11/10/22,8:57,33,7,34,VL,1,257,,,,,
11/10/22,8:57,40,56,41,VL,1,268,,,,,
11/10/22,8:57,44,10,42,VL,1,256,,,,,
11/10/22,8:57,45,73,41,VL,1,243,,,,,
11/10/22,8:57,47,69,39,VL,1,243,,,,,
11/10/22,8:58,2,96,63,VL,1,256,,,,,
11/10/22,8:58,34,7,47,VL,1,268,,,,,
11/10/22,8:58,42,60,33,VL,1,257,,,,,
11/10/22,8:58,45,19,35,VL,1,243,,,,,
11/10/22,8:58,47,29,34,VL,1,242,,,,,
11/10/22,8:58,49,16,32,VL,1,269,,,,,
11/10/22,8:58,52,51,38,VL,1,269,,,,,
11/10/22,8:59,1,58,39,VL,1,230,,,,,
11/10/22,8:59,6,79,38,VL,1,256,,,,,
11/10/22,8:59,9,17,35,VL,1,270,,,,,
11/10/22,8:59,11,24,35,VL,1,255,,,,,
11/10/22,8:59,13,74,36,VL,1,306,,,,,
11/10/22,8:59,17,78,33,VL,1,257,,,,,
11/10/22,8:59,32,58,37,VL,1,245,,,,,
11/10/22,8:59,34,60,34,VL,1,244,,,,,
11/10/22,8:59,53,76,47,VL,1,269,,,,,
11/10/22,8:6,0,72,47,VL,1,348,,,,,
11/10/22,8:6,4,4,45,VL,1,245,,,,,
11/10/22,8:6,9,27,37,VL,1,231,,,,,
11/10/22,8:6,13,27,35,VL,1,243,,,,,
11/10/22,8:6,14,97,36,VL,1,244,,,,,
11/10/22,8:6,19,81,33,VL,1,294,,,,,
11/10/22,8:6,22,35,32,VL,1,229,,,,,
11/10/22,8:6,23,78,32,VL,1,269,,,,,
