Jour,Heure,Seconde,Centième,Vitesse,Type,Véhicule,Catégorie,Inter-essieux,E2/E3,E3/E4,E4/E5,E5/E6
10/10/22,11:49,56,13,48,VL,1,269,,,,,
10/10/22,11:50,4,11,40,VL,1,256,,,,,
10/10/22,11:50,7,49,42,VL,1,245,,,,,
10/10/22,11:50,8,83,45,VL,1,345,,,,,
10/10/22,11:50,10,65,42,VL,1,243,,,,,
10/10/22,11:50,13,31,39,VL,1,256,,,,,
10/10/22,11:50,18,23,39,VL,1,231,,,,,
10/10/22,11:50,30,6,38,VL,1,257,,,,,
10/10/22,11:51,37,22,42,VL,1,255,,,,,
10/10/22,11:51,46,18,37,VL,1,258,,,,,
10/10/22,11:51,47,70,36,VL,1,244,,,,,
10/10/22,11:51,50,33,40,VL,1,191,,,,,
10/10/22,11:51,51,5,32,VL,1,256,,,,,
10/10/22,11:52,18,47,51,VL,1,244,,,,,
10/10/22,11:52,18,79,110,VL,1,470,,,,,
10/10/22,11:52,19,79,50,VL,1,257,,,,,
10/10/22,11:52,24,60,47,VL,1,268,,,,,
10/10/22,11:53,9,66,44,VL,1,269,,,,,
10/10/22,11:53,14,98,39,VL,1,243,,,,,
10/10/22,11:53,16,17,39,VL,1,256,,,,,
10/10/22,11:53,18,6,38,VL,1,270,,,,,
10/10/22,11:53,21,46,35,VL,1,308,,,,,
10/10/22,11:53,23,81,32,VL,1,268,,,,,
10/10/22,11:53,25,28,32,VL,1,256,,,,,
10/10/22,11:53,27,58,33,VL,1,268,,,,,
10/10/22,11:53,30,16,32,VL,1,242,,,,,
10/10/22,11:53,31,52,28,Moto,13,127,,,,,
10/10/22,11:53,41,37,51,VL,1,256,,,,,
10/10/22,11:53,42,73,49,VL,1,258,,,,,
10/10/22,11:53,48,24,45,VL,1,282,,,,,
10/10/22,11:53,50,73,46,VL,1,244,,,,,
10/10/22,11:53,55,11,59,Moto,13,141,,,,,
10/10/22,11:54,55,18,45,VL,1,243,,,,,
10/10/22,11:54,57,36,40,VL,1,268,,,,,
10/10/22,11:54,59,39,40,VL,1,256,,,,,
10/10/22,11:55,4,80,39,VL,2,359,,,,,
10/10/22,11:55,7,33,36,VL,1,256,,,,,
10/10/22,11:55,9,50,35,VL,1,244,,,,,
10/10/22,11:55,11,28,37,VL,1,269,,,,,
10/10/22,11:55,15,92,37,VL,1,283,,,,,
10/10/22,11:55,18,4,40,VL,1,255,,,,,
10/10/22,11:55,21,44,36,VL,1,256,,,,,
10/10/22,11:55,29,89,53,VL,1,255,,,,,
10/10/22,11:56,10,78,40,Moto,13,114,,,,,
10/10/22,11:56,56,64,58,Moto,13,140,,,,,
10/10/22,11:56,59,79,45,VL,1,257,,,,,
10/10/22,11:57,4,61,51,VL,1,281,,,,,
10/10/22,11:57,10,68,35,Moto,13,115,,,,,
10/10/22,11:57,13,25,35,VL,1,231,,,,,
10/10/22,11:57,20,95,41,VL,1,321,,,,,
10/10/22,11:57,23,65,42,VL,1,283,,,,,
10/10/22,11:58,27,43,42,VL,1,270,,,,,
10/10/22,11:58,30,1,41,VL,1,257,,,,,
10/10/22,11:58,36,38,41,VL,1,269,,,,,
10/10/22,11:58,38,53,43,VL,1,256,,,,,
10/10/22,11:58,46,2,44,VL,1,270,,,,,
10/10/22,11:59,52,93,53,VL,1,256,,,,,
10/10/22,11:59,56,91,42,VL,1,255,,,,,
10/10/22,12:0,25,64,35,VL,1,256,,,,,
10/10/22,12:0,28,55,32,VL,1,230,,,,,
10/10/22,12:1,36,80,52,VL,1,282,,,,,
10/10/22,12:1,40,60,50,VL,1,270,,,,,
10/10/22,12:1,42,54,49,VL,1,245,,,,,
10/10/22,12:1,46,14,44,VL,1,255,,,,,
10/10/22,12:1,48,44,45,VL,1,270,,,,,
10/10/22,12:1,52,9,40,VL,1,192,,,,,
10/10/22,12:10,14,87,48,VL,1,270,,,,,
10/10/22,12:10,16,67,46,VL,1,243,,,,,
10/10/22,12:10,19,87,52,VL,1,282,,,,,
10/10/22,12:10,22,32,45,VL,1,257,,,,,
10/10/22,12:10,24,93,42,VL,1,258,,,,,
10/10/22,12:10,27,72,43,VL,1,284,,,,,
10/10/22,12:10,30,74,41,VL,1,258,,,,,
10/10/22,12:10,32,20,39,VL,1,243,,,,,
10/10/22,12:10,34,41,40,VL,1,256,,,,,
10/10/22,12:11,13,86,36,VL,1,257,,,,,
10/10/22,12:11,15,85,35,VL,1,231,,,,,
10/10/22,12:12,5,53,46,VL,1,257,,,,,
10/10/22,12:12,35,97,58,VL,1,349,,,,,
10/10/22,12:12,41,49,42,VL,1,256,,,,,
10/10/22,12:12,43,23,38,VL,1,243,,,,,
10/10/22,12:12,46,50,41,VL,1,232,,,,,
10/10/22,12:12,56,24,46,VL,1,243,,,,,
10/10/22,12:13,46,68,42,VL,1,193,,,,,
10/10/22,12:13,56,47,53,VL,1,258,,,,,
10/10/22,12:14,0,10,48,VL,1,256,,,,,
10/10/22,12:14,4,62,45,VL,1,256,,,,,
10/10/22,12:14,15,9,31,VL,1,346,,,,,
10/10/22,12:14,17,75,29,VL,1,243,,,,,
10/10/22,12:14,20,24,28,VL,1,295,,,,,
10/10/22,12:14,23,32,28,VL,1,257,,,,,
10/10/22,12:14,25,63,27,VL,1,243,,,,,
10/10/22,12:14,29,45,28,VL,1,256,,,,,
10/10/22,12:14,37,1,29,VL,1,256,,,,,
10/10/22,12:14,38,75,27,VL,1,256,,,,,
10/10/22,12:14,40,61,28,VL,1,243,,,,,
10/10/22,12:14,42,20,35,VL,1,269,,,,,
10/10/22,12:14,49,65,33,VL,1,255,,,,,
10/10/22,12:14,56,14,47,VL,1,243,,,,,
10/10/22,12:15,45,46,51,VL,2,397,,,,,
10/10/22,12:15,48,51,55,VL,1,347,,,,,
10/10/22,12:15,50,63,53,VL,1,269,,,,,
10/10/22,12:15,53,95,52,VL,1,256,,,,,
10/10/22,12:15,57,99,42,VL,1,268,,,,,
10/10/22,12:15,59,47,39,VL,1,231,,,,,
10/10/22,12:16,0,95,43,VL,1,242,,,,,
10/10/22,12:16,7,66,39,VL,1,243,,,,,
10/10/22,12:16,9,70,37,VL,1,269,,,,,
10/10/22,12:16,12,17,34,VL,1,269,,,,,
10/10/22,12:16,14,72,34,VL,1,256,,,,,
10/10/22,12:16,34,58,40,VL,1,257,,,,,
10/10/22,12:16,39,62,37,VL,1,269,,,,,
10/10/22,12:16,41,32,36,VL,1,217,,,,,
10/10/22,12:17,42,35,52,VL,1,257,,,,,
10/10/22,12:17,44,4,54,VL,1,243,,,,,
10/10/22,12:17,48,52,48,VL,1,256,,,,,
10/10/22,12:17,54,64,42,VL,1,244,,,,,
10/10/22,12:17,56,93,39,VL,1,321,,,,,
10/10/22,12:18,1,64,41,VL,1,258,,,,,
10/10/22,12:18,9,12,45,VL,2,439,,,,,
10/10/22,12:18,13,54,47,VL,1,244,,,,,
10/10/22,12:19,12,50,33,Moto,13,114,,,,,
10/10/22,12:19,40,12,59,VL,1,270,,,,,
10/10/22,12:19,43,62,54,VL,1,259,,,,,
10/10/22,12:19,45,16,49,VL,1,243,,,,,
10/10/22,12:19,46,4,50,VL,1,256,,,,,
10/10/22,12:19,50,68,50,VL,1,268,,,,,
10/10/22,12:19,55,66,46,VL,1,257,,,,,
10/10/22,12:19,58,83,41,VL,1,269,,,,,
10/10/22,12:20,7,83,37,PL,14,476,128,,,,
10/10/22,12:20,11,29,38,PL,7,361,502,76,,,
10/10/22,12:21,6,28,43,VL,1,244,,,,,
10/10/22,12:21,9,55,40,VL,1,258,,,,,
10/10/22,12:21,12,47,40,VL,1,257,,,,,
10/10/22,12:21,14,47,41,VL,1,281,,,,,
10/10/22,12:21,15,81,41,VL,1,255,,,,,
10/10/22,12:21,34,16,48,VL,1,285,,,,,
10/10/22,12:21,37,34,44,VL,1,232,,,,,
10/10/22,12:21,41,35,44,VL,1,257,,,,,
10/10/22,12:21,44,33,41,VL,1,193,,,,,
10/10/22,12:22,25,96,55,VL,1,259,,,,,
10/10/22,12:22,39,11,39,VL,1,231,,,,,
10/10/22,12:22,40,46,39,VL,1,256,,,,,
10/10/22,12:23,55,76,48,VL,1,258,,,,,
10/10/22,12:24,1,78,46,VL,1,271,,,,,
10/10/22,12:24,3,82,46,VL,1,257,,,,,
10/10/22,12:24,6,7,46,VL,1,270,,,,,
10/10/22,12:24,8,52,44,VL,1,257,,,,,
10/10/22,12:24,10,48,41,VL,1,258,,,,,
10/10/22,12:24,12,78,37,VL,1,244,,,,,
10/10/22,12:24,22,26,58,VL,1,245,,,,,
10/10/22,12:24,30,56,55,VL,1,246,,,,,
10/10/22,12:24,35,45,51,VL,1,244,,,,,
10/10/22,12:24,46,14,29,VL,1,256,,,,,
10/10/22,12:24,49,45,28,VL,1,256,,,,,
10/10/22,12:25,44,2,42,VL,1,256,,,,,
10/10/22,12:26,3,72,51,VL,1,245,,,,,
10/10/22,12:26,8,40,51,Moto,13,141,,,,,
10/10/22,12:26,12,52,42,VL,1,269,,,,,
10/10/22,12:26,14,27,42,VL,1,244,,,,,
10/10/22,12:26,16,89,36,VL,1,269,,,,,
10/10/22,12:26,18,57,34,VL,1,296,,,,,
10/10/22,12:26,23,1,32,VL,1,308,,,,,
10/10/22,12:26,28,19,37,VL,1,257,,,,,
10/10/22,12:26,31,19,42,VL,1,256,,,,,
10/10/22,12:26,34,26,48,VL,1,257,,,,,
10/10/22,12:26,36,59,38,VL,1,257,,,,,
10/10/22,12:27,37,57,55,VL,1,256,,,,,
10/10/22,12:27,40,22,49,VL,1,244,,,,,
10/10/22,12:27,43,22,47,VL,1,270,,,,,
10/10/22,12:27,45,96,44,VL,1,256,,,,,
10/10/22,12:28,3,50,39,VL,1,242,,,,,
10/10/22,12:28,7,16,42,VL,1,258,,,,,
10/10/22,12:29,8,24,54,VL,1,269,,,,,
10/10/22,12:29,13,86,36,VL,1,256,,,,,
10/10/22,12:29,16,73,46,VL,1,258,,,,,
10/10/22,12:29,20,33,43,VL,1,280,,,,,
10/10/22,12:29,24,32,43,VL,1,296,,,,,
10/10/22,12:29,27,52,37,VL,1,232,,,,,
10/10/22,12:29,28,69,35,VL,1,242,,,,,
10/10/22,12:29,36,38,39,VL,1,244,,,,,
10/10/22,12:29,39,7,50,VL,1,269,,,,,
10/10/22,12:3,7,67,47,VL,1,256,,,,,
10/10/22,12:3,10,43,45,VL,1,243,,,,,
10/10/22,12:3,14,7,47,VL,1,229,,,,,
10/10/22,12:3,16,72,45,VL,1,256,,,,,
10/10/22,12:3,44,14,40,VL,1,256,,,,,
10/10/22,12:3,45,44,38,Moto,13,129,,,,,
10/10/22,12:3,48,25,37,VL,1,242,,,,,
10/10/22,12:3,49,35,38,VL,1,271,,,,,
10/10/22,12:3,52,27,44,VL,1,243,,,,,
10/10/22,12:31,5,47,50,VL,1,257,,,,,
10/10/22,12:31,10,39,42,VL,1,306,,,,,
10/10/22,12:31,12,67,39,VL,1,258,,,,,
10/10/22,12:31,15,36,38,VL,1,244,,,,,
10/10/22,12:31,20,84,36,VL,1,320,,,,,
10/10/22,12:31,32,6,49,VL,1,257,,,,,
10/10/22,12:32,18,72,43,VL,1,256,,,,,
10/10/22,12:32,24,93,35,VL,1,321,,,,,
10/10/22,12:32,26,77,35,VL,1,257,,,,,
10/10/22,12:32,29,82,35,PL,14,218,257,,,,
10/10/22,12:32,32,8,37,VL,1,257,,,,,
10/10/22,12:32,33,64,37,VL,1,256,,,,,
10/10/22,12:32,35,40,37,VL,1,243,,,,,
10/10/22,12:32,39,17,59,VL,1,255,,,,,
10/10/22,12:32,50,46,65,VL,1,243,,,,,
10/10/22,12:33,2,32,37,VL,1,256,,,,,
10/10/22,12:33,10,38,35,VL,1,280,,,,,
10/10/22,12:33,15,31,40,VL,1,268,,,,,
10/10/22,12:33,27,18,49,VL,1,258,,,,,
10/10/22,12:33,32,58,48,VL,2,359,,,,,
10/10/22,12:34,19,67,24,VL,12,255,294,,,,
10/10/22,12:34,26,29,34,VL,1,245,,,,,
10/10/22,12:34,28,85,35,VL,1,255,,,,,
10/10/22,12:34,32,2,32,VL,1,256,,,,,
10/10/22,12:34,34,24,32,VL,1,51,,,,,
10/10/22,12:34,34,33,40,VL,1,191,,,,,
10/10/22,12:34,36,2,25,VL,1,255,,,,,
10/10/22,12:34,37,92,27,VL,1,256,,,,,
10/10/22,12:34,39,63,26,VL,1,307,,,,,
10/10/22,12:34,44,59,32,VL,1,294,,,,,
10/10/22,12:35,2,16,42,VL,1,230,,,,,
10/10/22,12:35,3,92,40,VL,1,268,,,,,
10/10/22,12:35,35,96,7,VL,1,333,,,,,
10/10/22,12:35,48,59,18,VL,1,230,,,,,
10/10/22,12:35,51,5,22,VL,1,255,,,,,
10/10/22,12:35,54,28,28,VL,1,256,,,,,
10/10/22,12:35,57,24,27,VL,1,321,,,,,
10/10/22,12:35,59,9,27,VL,1,256,,,,,
10/10/22,12:36,3,20,27,VL,1,269,,,,,
10/10/22,12:36,5,4,26,VL,1,244,,,,,
10/10/22,12:37,29,35,50,VL,1,255,,,,,
10/10/22,12:37,34,48,52,VL,1,255,,,,,
10/10/22,12:37,36,83,46,VL,1,257,,,,,
10/10/22,12:37,38,93,45,VL,1,245,,,,,
10/10/22,12:37,44,7,37,VL,1,245,,,,,
10/10/22,12:37,47,92,40,VL,1,255,,,,,
10/10/22,12:37,51,65,35,VL,1,283,,,,,
10/10/22,12:37,53,5,37,VL,1,242,,,,,
10/10/22,12:37,54,97,33,VL,1,257,,,,,
10/10/22,12:37,56,44,30,VL,1,243,,,,,
10/10/22,12:38,15,8,39,Moto,13,141,,,,,
10/10/22,12:38,18,47,37,VL,1,243,,,,,
10/10/22,12:38,20,84,39,VL,1,230,,,,,
10/10/22,12:38,24,22,40,VL,1,256,,,,,
10/10/22,12:39,19,9,49,VL,1,310,,,,,
10/10/22,12:39,23,33,52,VL,1,272,,,,,
10/10/22,12:39,26,1,51,VL,1,229,,,,,
10/10/22,12:39,28,36,46,VL,1,296,,,,,
10/10/22,12:39,34,26,36,VL,1,244,,,,,
10/10/22,12:4,48,18,45,VL,2,435,,,,,
10/10/22,12:4,49,51,44,VL,1,243,,,,,
10/10/22,12:4,51,47,47,VL,1,323,,,,,
10/10/22,12:4,55,43,44,VL,1,230,,,,,
10/10/22,12:4,57,31,46,VL,1,245,,,,,
10/10/22,12:40,48,55,54,VL,1,242,,,,,
10/10/22,12:40,55,49,52,VL,1,257,,,,,
10/10/22,12:40,57,29,52,VL,1,272,,,,,
10/10/22,12:41,0,24,47,VL,1,294,,,,,
10/10/22,12:41,27,42,51,VL,1,244,,,,,
10/10/22,12:41,47,58,46,VL,1,243,,,,,
10/10/22,12:41,50,64,38,VL,1,257,,,,,
10/10/22,12:42,38,0,44,VL,12,268,281,,,,
10/10/22,12:42,40,29,44,VL,1,295,,,,,
10/10/22,12:42,45,22,45,VL,1,256,,,,,
10/10/22,12:42,47,32,39,VL,1,243,,,,,
10/10/22,12:42,50,18,37,VL,1,257,,,,,
10/10/22,12:42,52,95,35,VL,1,255,,,,,
10/10/22,12:42,54,62,34,VL,1,245,,,,,
10/10/22,12:42,58,30,28,VL,1,269,,,,,
10/10/22,12:43,0,57,27,VL,1,269,,,,,
10/10/22,12:43,4,15,20,VL,12,255,345,,,,
10/10/22,12:44,0,29,38,VL,1,192,,,,,
10/10/22,12:44,2,14,48,VL,1,257,,,,,
10/10/22,12:44,3,6,45,VL,1,230,,,,,
10/10/22,12:44,5,36,44,VL,1,256,,,,,
10/10/22,12:44,8,93,41,VL,1,231,,,,,
10/10/22,12:44,10,81,41,VL,1,283,,,,,
10/10/22,12:44,16,73,65,VL,1,230,,,,,
10/10/22,12:44,16,99,33,VL,1,269,,,,,
10/10/22,12:44,18,58,32,VL,1,256,,,,,
10/10/22,12:44,20,89,31,VL,1,256,,,,,
10/10/22,12:44,22,60,31,VL,1,230,,,,,
10/10/22,12:44,50,56,34,VL,1,256,,,,,
10/10/22,12:44,53,39,32,VL,2,360,,,,,
10/10/22,12:45,35,78,52,VL,1,257,,,,,
10/10/22,12:45,43,17,45,VL,1,270,,,,,
10/10/22,12:45,48,64,41,VL,1,257,,,,,
10/10/22,12:45,59,83,44,VL,1,269,,,,,
10/10/22,12:46,8,98,39,VL,1,269,,,,,
10/10/22,12:46,11,93,37,VL,1,230,,,,,
10/10/22,12:46,28,2,48,VL,1,256,,,,,
10/10/22,12:46,34,52,38,VL,1,258,,,,,
10/10/22,12:46,38,32,35,VL,1,269,,,,,
10/10/22,12:47,15,26,53,VL,1,308,,,,,
10/10/22,12:47,18,25,45,Moto,13,141,,,,,
10/10/22,12:48,1,80,28,VL,1,257,,,,,
10/10/22,12:48,2,13,28,PL,3,205,346,,,,
10/10/22,12:48,2,86,31,VL,1,231,,,,,
10/10/22,12:48,58,63,43,VL,1,244,,,,,
10/10/22,12:49,1,31,44,VL,1,230,,,,,
10/10/22,12:49,3,6,45,VL,1,231,,,,,
10/10/22,12:49,5,82,45,VL,1,257,,,,,
10/10/22,12:49,7,48,46,VL,2,361,,,,,
10/10/22,12:49,10,18,43,VL,1,257,,,,,
10/10/22,12:49,13,49,45,VL,1,243,,,,,
10/10/22,12:49,29,36,47,VL,1,232,,,,,
10/10/22,12:5,1,6,44,VL,1,293,,,,,
10/10/22,12:5,11,5,45,VL,1,243,,,,,
10/10/22,12:5,14,52,42,VL,1,244,,,,,
10/10/22,12:5,18,43,40,VL,1,306,,,,,
10/10/22,12:5,20,71,42,VL,1,255,,,,,
10/10/22,12:50,31,60,53,VL,1,258,,,,,
10/10/22,12:50,38,24,42,VL,1,245,,,,,
10/10/22,12:50,45,85,39,VL,2,372,,,,,
10/10/22,12:50,47,61,40,VL,1,256,,,,,
10/10/22,12:50,49,63,38,VL,1,256,,,,,
10/10/22,12:50,53,11,38,VL,1,268,,,,,
10/10/22,12:50,58,8,34,VL,1,245,,,,,
10/10/22,12:50,59,97,35,VL,1,243,,,,,
10/10/22,12:51,2,81,33,VL,1,257,,,,,
10/10/22,12:51,5,34,32,VL,1,230,,,,,
10/10/22,12:51,8,57,33,VL,1,230,,,,,
10/10/22,12:51,10,86,31,VL,1,243,,,,,
10/10/22,12:51,19,24,39,VL,1,270,,,,,
10/10/22,12:52,15,81,38,VL,1,231,,,,,
10/10/22,12:52,21,70,38,VL,1,257,,,,,
10/10/22,12:52,24,74,38,VL,1,245,,,,,
10/10/22,12:52,26,23,39,VL,1,255,,,,,
10/10/22,12:52,27,46,42,VL,1,258,,,,,
10/10/22,12:52,33,37,34,VL,1,258,,,,,
10/10/22,12:52,35,84,36,VL,1,258,,,,,
10/10/22,12:52,37,60,37,VL,1,255,,,,,
10/10/22,12:52,40,63,34,VL,1,283,,,,,
10/10/22,12:52,57,45,46,VL,1,243,,,,,
10/10/22,12:53,9,68,44,VL,1,244,,,,,
10/10/22,12:54,1,99,42,VL,1,258,,,,,
10/10/22,12:54,6,78,37,VL,1,230,,,,,
10/10/22,12:54,9,54,37,VL,1,231,,,,,
10/10/22,12:54,12,89,37,VL,1,270,,,,,
10/10/22,12:54,14,88,37,VL,1,243,,,,,
10/10/22,12:54,16,34,37,VL,1,244,,,,,
10/10/22,12:54,18,74,33,VL,1,257,,,,,
10/10/22,12:54,21,84,35,VL,1,256,,,,,
10/10/22,12:54,24,97,33,VL,1,255,,,,,
10/10/22,12:54,26,98,33,VL,1,257,,,,,
10/10/22,12:54,28,62,33,VL,1,270,,,,,
10/10/22,12:54,31,36,40,VL,1,256,,,,,
10/10/22,12:54,33,99,37,VL,1,256,,,,,
10/10/22,12:54,36,83,36,VL,1,243,,,,,
10/10/22,12:54,40,89,32,VL,1,257,,,,,
10/10/22,12:54,41,92,33,VL,1,231,,,,,
10/10/22,12:54,46,1,34,VL,1,270,,,,,
10/10/22,12:54,52,82,29,VL,1,243,,,,,
10/10/22,12:55,1,86,41,VL,1,256,,,,,
10/10/22,12:55,37,47,44,VL,1,257,,,,,
10/10/22,12:55,39,68,44,VL,1,256,,,,,
10/10/22,12:55,40,47,81,VL,2,400,,,,,
10/10/22,12:55,41,70,45,VL,1,242,,,,,
10/10/22,12:55,43,71,45,VL,1,307,,,,,
10/10/22,12:55,46,55,42,VL,1,268,,,,,
10/10/22,12:55,54,81,39,VL,1,347,,,,,
10/10/22,12:55,57,10,38,VL,1,271,,,,,
10/10/22,12:56,0,88,35,VL,1,257,,,,,
10/10/22,12:56,3,6,35,VL,1,257,,,,,
10/10/22,12:56,5,48,32,VL,1,243,,,,,
10/10/22,12:56,9,86,30,VL,1,269,,,,,
10/10/22,12:56,15,76,28,VL,1,257,,,,,
10/10/22,12:56,19,27,25,VL,1,257,,,,,
10/10/22,12:56,22,51,36,VL,1,244,,,,,
10/10/22,12:56,24,67,37,VL,1,257,,,,,
10/10/22,12:56,26,76,40,VL,1,231,,,,,
10/10/22,12:56,28,17,37,VL,1,229,,,,,
10/10/22,12:56,30,93,36,VL,1,256,,,,,
10/10/22,12:57,54,89,48,VL,1,270,,,,,
10/10/22,12:58,2,77,38,VL,2,423,,,,,
10/10/22,12:58,4,72,40,VL,1,268,,,,,
10/10/22,12:58,6,48,40,VL,1,258,,,,,
10/10/22,12:58,10,48,39,VL,1,282,,,,,
10/10/22,12:58,11,94,40,VL,1,256,,,,,
10/10/22,12:58,14,33,41,VL,1,258,,,,,
10/10/22,12:58,16,45,42,VL,1,271,,,,,
10/10/22,12:58,18,88,39,VL,1,255,,,,,
10/10/22,12:58,19,53,39,VL,1,192,,,,,
10/10/22,12:58,22,28,38,VL,1,256,,,,,
10/10/22,12:58,23,93,38,VL,1,269,,,,,
10/10/22,12:58,26,32,36,VL,1,255,,,,,
10/10/22,12:58,30,35,40,VL,1,268,,,,,
10/10/22,12:58,32,7,44,VL,1,243,,,,,
10/10/22,12:59,30,24,49,VL,1,245,,,,,
10/10/22,12:59,32,11,51,VL,1,271,,,,,
10/10/22,12:59,40,15,36,VL,1,243,,,,,
10/10/22,12:59,54,42,45,VL,1,242,,,,,
10/10/22,12:6,29,70,39,VL,1,270,,,,,
10/10/22,12:6,31,81,35,VL,1,256,,,,,
10/10/22,12:6,45,55,44,VL,1,269,,,,,
10/10/22,12:6,47,92,39,VL,1,243,,,,,
10/10/22,12:6,49,98,37,VL,1,257,,,,,
10/10/22,12:6,52,48,33,VL,1,269,,,,,
10/10/22,12:7,2,56,47,VL,1,256,,,,,
10/10/22,12:8,3,72,62,VL,1,318,,,,,
10/10/22,12:8,10,15,47,VL,1,257,,,,,
10/10/22,12:8,15,98,42,VL,1,270,,,,,
10/10/22,12:8,17,90,42,VL,1,257,,,,,
10/10/22,12:8,19,60,44,VL,1,244,,,,,
10/10/22,12:8,23,35,40,VL,1,256,,,,,
10/10/22,12:8,25,69,37,VL,1,243,,,,,
10/10/22,12:8,27,10,35,VL,1,243,,,,,
10/10/22,12:8,33,5,43,VL,1,282,,,,,
10/10/22,12:8,34,27,42,VL,1,243,,,,,
10/10/22,12:8,36,37,45,VL,1,243,,,,,
10/10/22,12:8,42,93,41,VL,1,193,,,,,
10/10/22,12:8,46,22,37,VL,1,230,,,,,
10/10/22,12:9,3,82,41,VL,1,244,,,,,
10/10/22,13:0,2,59,47,VL,1,246,,,,,
10/10/22,13:0,5,70,41,VL,1,255,,,,,
10/10/22,13:0,43,64,40,VL,1,244,,,,,
10/10/22,13:0,45,53,39,VL,1,255,,,,,
10/10/22,13:1,37,91,48,VL,1,231,,,,,
10/10/22,13:1,40,49,48,VL,1,309,,,,,
10/10/22,13:1,42,45,52,VL,1,271,,,,,
10/10/22,13:1,45,9,46,VL,1,269,,,,,
10/10/22,13:1,48,97,45,Moto,13,115,,,,,
10/10/22,13:1,51,97,43,VL,1,257,,,,,
10/10/22,13:1,54,67,44,VL,1,281,,,,,
10/10/22,13:10,38,29,59,VL,1,255,,,,,
10/10/22,13:10,40,69,60,VL,1,270,,,,,
10/10/22,13:10,41,89,56,Moto,13,128,,,,,
10/10/22,13:10,48,14,46,VL,1,268,,,,,
10/10/22,13:10,50,10,44,VL,1,270,,,,,
10/10/22,13:10,52,46,39,VL,1,257,,,,,
10/10/22,13:10,54,22,39,VL,1,269,,,,,
10/10/22,13:10,56,65,36,VL,1,268,,,,,
10/10/22,13:10,59,96,37,VL,1,255,,,,,
10/10/22,13:11,1,32,36,VL,1,258,,,,,
10/10/22,13:11,3,1,36,VL,1,269,,,,,
10/10/22,13:11,23,29,40,VL,1,257,,,,,
10/10/22,13:11,24,74,38,VL,1,256,,,,,
10/10/22,13:11,31,13,42,VL,1,244,,,,,
10/10/22,13:11,35,7,46,VL,1,244,,,,,
10/10/22,13:12,12,70,39,VL,1,255,,,,,
10/10/22,13:12,14,65,44,VL,1,243,,,,,
10/10/22,13:12,16,53,46,VL,1,270,,,,,
10/10/22,13:12,22,72,42,VL,1,232,,,,,
10/10/22,13:12,29,90,34,VL,1,283,,,,,
10/10/22,13:12,31,51,32,VL,1,256,,,,,
